code	category
00174411	plant-based-foods-and-beverages
00174411	salty-snacks
00174411	nuts-and-their-products
00174411	flours
00174411	almond-meal
00174411	plant-based-foods
00174411	almonds
0017444000701	alcoholic-beverages
0017444000701	beverages
0017444000701	wines-from-chile
0017444000701	wines
00174930	special-breads
00174930	plant-based-foods-and-beverages
00174930	cereals-and-potatoes
00174930	breads
00174930	plant-based-foods
00175555	simple-syrups
00175555	syrups
00175555	sweeteners
00175555	agave-syrups
00175661	nuts
00175661	plant-based-foods-and-beverages
00175661	walnuts
00175661	nuts-and-their-products
00175661	walnut-kernels
00175661	plant-based-foods
0017754209382	sauces
0017754209382	groceries
0017754209382	tomato-sauces
0017754209382	ketchup
00178358	sandwiches
00178358	veggie-burgers
00178631	dried-products
00178631	dried-fruits
00178631	plant-based-foods-and-beverages
00178631	tropical-fruits
00178631	dried-plant-based-foods
00178631	grated-coconut
00178631	fruits-and-vegetables-based-foods
00178631	coconuts
00178631	fruits
00178631	plant-based-foods
00178631	fruits-based-foods
0018000758463	beverages
0018000758463	sugared-beverages
0018000758463	sodas
0018000758463	carbonated-drinks
0018000817818	sugary-snacks
0018000817818	biscuits
0018000817818	chocolate-cookies
0018000817818	chocolate-biscuits
0018000817818	cookies
0018000817818	biscuits-and-cakes
0018000817818	cookies-with-milk-chocolate
00180078	sweeteners
00180078	sugars
00180115	meats
00180115	chickens
00180115	poultries
001802	cakes
001802	biscuits-and-cakes
001802	sugary-snacks
00180245	cereals-and-potatoes
00180245	plant-based-foods
00180245	plant-based-foods-and-beverages
00180245	cereals-and-their-products
00180269	sweeteners
00180269	sugars
00180306	sweeteners
00180306	powdered-sugars
00180306	sugars
00180344	meals
00180344	pasta-dishes
00180344	refrigerated-meals
00180344	cannelloni
00180344	refrigerated-foods
00180344	microwave-meals
00180344	stuffed-pastas
00180689	plant-based-foods-and-beverages
00180689	flakes
00180689	cereals-and-potatoes
00180689	corn-flakes
00180689	cereal-flakes
00180689	cereals-and-their-products
00180689	breakfast-cereals
00180689	breakfasts
00180689	plant-based-foods
00181402	whole-milks
00181402	dairies
00181402	milks
0018200001680	beverages
0018200001680	alcoholic-beverages
0018200001680	beers
0018200967153	beverages
0018200967153	alcoholic-beverages
0018200967153	beers
0018341751062	alcoholic-beverages
0018341751062	beverages
0018341751062	wines
0018341751109	beverages
0018341751109	wines-from-america
0018341751109	wines
0018341751109	alcoholic-beverages
0018341751109	wines-from-california
00184281	shortbread
00184281	sugary-snacks
00184281	biscuits
00184281	shortbread-cookies
00184281	biscuits-and-cakes
00184311	shortbread
00184311	sugary-snacks
00184311	biscuits
00184311	shortbread-cookies
00184311	biscuits-and-cakes
00185394	pizzas-pies-and-quiches
00185394	meals
00185943	dairies
00185943	milks
0018627100997	bars
0018627100997	cereal-bars
0018627100997	sugary-snacks
0018627102557	sugary-snacks
0018627102588	bars
0018627102588	cereal-bars
0018627102588	sugary-snacks
0018627104834	bars
0018627104834	cereal-bars
0018627104834	sugary-snacks
0018627597612	plant-based-foods-and-beverages
0018627597612	flakes
0018627597612	cereals-and-potatoes
0018627597612	cereal-flakes
0018627597612	cereals-and-their-products
0018627597612	breakfast-cereals
0018627597612	breakfasts
0018627597612	mixed-cereal-flakes
0018627597612	plant-based-foods
0018627597612	mueslis
0018627703211	plant-based-foods-and-beverages
0018627703211	cereals-and-potatoes
0018627703211	cereals-and-their-products
0018627703211	breakfast-cereals
0018627703211	breakfasts
0018627703211	plant-based-foods
0018627703396	plant-based-foods-and-beverages
0018627703396	cereals-and-potatoes
0018627703396	cereals-and-their-products
0018627703396	breakfast-cereals
0018627703396	breakfasts
0018627703396	plant-based-foods
0018627703488	plant-based-foods-and-beverages
0018627703488	cereal-grains
0018627703488	cereals-and-potatoes
0018627703488	seeds
0018627703488	cereals-and-their-products
0018627703488	breakfast-cereals
0018627703488	breakfasts
0018627703488	plant-based-foods
0018627740001	groceries
0018627740001	plant-based-foods-and-beverages
0018627740001	cereals-and-potatoes
0018627740001	cereals-and-their-products
0018627740001	plant-based-foods
00186803	beverages
00186803	squeezed-juices
00186803	plant-based-beverages
00186803	fruit-juices-and-nectars
00186803	plant-based-foods-and-beverages
00186803	pineapple-juices
00186803	juices-and-nectars
00186803	non-alcoholic-beverages
00186803	fruit-juices
00186803	fruit-based-beverages
00188630	dark-chocolates
00188630	sugary-snacks
00188630	chocolates
0018894126867	plant-based-foods-and-beverages
0018894126867	canned-white-common-beans
0018894126867	canned-plant-based-foods
0018894126867	canned-foods
0018894126867	canned-legumes
0018894126867	plant-based-foods
0018894126867	canned-common-beans
0018894175445	butter-beans
0018894175445	plant-based-foods-and-beverages
0018894175445	legumes-and-their-products
0018894175445	seeds
0018894175445	legumes
0018894175445	legume-seeds
0018894175445	pulses
0018894175445	plant-based-foods
0018894300137	spreads
0018894303237	beverages
0018894303237	flavoured-milks
0018894303237	chocolate-milks
0018894303237	dairies
0018894303237	non-alcoholic-beverages
0018894303237	dairy-drinks
0018894303237	milks
0018894306016	fermented-milk-products
0018894306016	cheeses
0018894306016	dairies
0018894306016	fermented-foods
0018894360155	plant-based-foods-and-beverages
0018894360155	cereals-and-potatoes
0018894360155	cereals-and-their-products
0018894360155	plant-based-foods
0018894360155	pastas
0018894463313	special-breads
0018894463313	plant-based-foods-and-beverages
0018894463313	cereals-and-potatoes
0018894463313	bagel-breads
0018894463313	breads
0018894463313	plant-based-foods
0018894463320	special-breads
0018894463320	plant-based-foods-and-beverages
0018894463320	cereals-and-potatoes
0018894463320	bagel-breads
0018894463320	breads
0018894463320	plant-based-foods
0018894463337	special-breads
0018894463337	plant-based-foods-and-beverages
0018894463337	cereals-and-potatoes
0018894463337	bagel-breads
0018894463337	breads
0018894463337	plant-based-foods
0018894701118	sauces
0018894701118	groceries
0018894701118	tomato-sauces
0018894701118	ketchup
0018894701156	sauces
0018894701156	groceries
0018894701156	tomato-sauces
0018894701156	ketchup
0018894701194	sauces
0018894701194	groceries
0018894701194	tomato-sauces
0018894701194	ketchup
0018894705833	popcorn
0018894705833	sugary-snacks
0018894705840	popcorn
0018894705840	sugary-snacks
0018894834106	simple-syrups
0018894834106	syrups
0018894834106	maple-syrups
0018894834106	sweeteners
00189095	sliced-bacon
00189095	pork
00189095	bacon
00189095	meats
0019000006684	meals
0019000006684	breaded-products
0019061093746	confectioneries
0019061093746	sugary-snacks
0019061093746	gelified-candies
0019061093746	gummy-bears
0019061093746	candies
0019281700110	beverages
0019281700110	plant-based-beverages
0019281700110	plant-based-foods-and-beverages
0019281700110	fruit-based-beverages
0019281700110	sugared-beverages
0019281700127	beverages
0019281700127	plant-based-beverages
0019281700127	plant-based-foods-and-beverages
0019281700127	fruit-based-beverages
0019281700127	sugared-beverages
0019281700134	beverages
0019281700134	non-sugared-beverages
0019281700134	sugared-beverages
0019281700141	beverages
0019281700141	plant-based-beverages
0019281700141	plant-based-foods-and-beverages
0019281700141	non-alcoholic-beverages
0019281700141	fruit-based-beverages
0019281700158	beverages
0019281700158	plant-based-beverages
0019281700158	plant-based-foods-and-beverages
0019281700158	non-alcoholic-beverages
0019281700158	fruit-based-beverages
0019281700165	beverages
0019281700165	non-alcoholic-beverages
00192927	special-breads
00192927	plant-based-foods-and-beverages
00192927	cereals-and-potatoes
00192927	bagel-breads
00192927	breads
00192927	plant-based-foods
0019320015441	shortbread
0019320015441	sugary-snacks
0019320015441	biscuits
0019320015441	shortbread-cookies
0019320015441	biscuits-and-cakes
00193696	sandwiches
00194211	sugary-snacks
00194211	pies
00194211	cakes
00194211	sweet-pies
00194211	two-crust-pies
00194211	apple-pies
00194211	pastries
00194211	biscuits-and-cakes
00194822	fresh-meats
00194822	beef
00194822	meats
00195270	beverages
00195270	sparkling-wines
00195270	wines
00195270	alcoholic-beverages
00195270	white-wines
0019582390584	sauces
0019582390584	groceries
0019582390584	barbecue-sauces
00197168	confectioneries
00197168	plant-based-foods-and-beverages
00197168	sugary-snacks
00197168	nuts-and-their-products
00197168	nut-confectioneries
00197168	caramelized-peanuts
00197168	plant-based-foods
0019836100211	beverages
0019836100211	artificially-sweetened-beverages
0019836100211	sugared-beverages
0019836100754	beverages
0019836100754	artificially-sweetened-beverages
0019836100754	sugared-beverages
0019836100761	beverages
0019836100761	artificially-sweetened-beverages
0019836100761	sugared-beverages
0019836100778	beverages
0019836100778	artificially-sweetened-beverages
0019836100778	non-alcoholic-beverages
0019836100792	beverages
0019836100792	artificially-sweetened-beverages
0019836100792	sugared-beverages
0019836200218	beverages
0019836200218	artificially-sweetened-beverages
0019836200218	sugared-beverages
00198370	shortbread
00198370	sugary-snacks
00198370	biscuits
00198370	shortbread-cookies
00198370	biscuits-and-cakes
0019893001100	beverages
0019893001100	wines-from-america
0019893001100	wines
0019893001100	red-wines
0019893001100	alcoholic-beverages
00199353	flavored-beers
00199353	beverages
00199353	alcoholic-beverages
00199353	beers
0019962520426	beverages
0019962520426	non-alcoholic-beverages
0019962688546	bodybuilding-supplements
0019962688546	dietary-supplements
00199681	sugary-snacks
00199681	waffles
00199681	pastries
00199681	breakfasts
00199681	biscuits-and-cakes
0020000108216	plant-based-foods-and-beverages
0020000108216	canned-plant-based-foods
0020000108216	canned-vegetables
0020000108216	canned-foods
0020000108216	fruits-and-vegetables-based-foods
0020000108216	vegetables-based-foods
0020000108216	plant-based-foods
0020007181588	plant-based-foods-and-beverages
0020007181588	cereals-and-potatoes
0020007181588	baguettes
0020007181588	breads
0020007181588	plant-based-foods
0020009494945	sugary-snacks
0020009494945	cakes
0020009494945	pastries
0020009494945	desserts
0020009494945	biscuits-and-cakes
0020009495935	pastries
0020009495935	sugary-snacks
0020009495935	biscuits-and-cakes
0020009495935	open-pies
0020032302323	apple-compotes
0020032302323	plant-based-foods-and-beverages
0020032302323	peach-applesauce
0020032302323	fruits-and-vegetables-based-foods
0020032302323	desserts
0020032302323	compotes
0020032302323	plant-based-foods
0020032302323	fruits-based-foods
0020035132521	beverages
0020035132521	teas
0020035132521	plant-based-beverages
0020035132521	plant-based-foods-and-beverages
0020035132521	oolong-teas
0020035132521	non-alcoholic-beverages
0020035132521	herbal-teas
0020035132521	hot-beverages
0020035132545	beverages
0020035132545	teas
0020035132545	plant-based-beverages
0020035132545	plant-based-foods-and-beverages
0020035132545	non-alcoholic-beverages
0020035132545	herbal-teas
0020035132545	hot-beverages
0020035132613	beverages
0020035132613	plant-based-beverages
0020035132613	plant-based-foods-and-beverages
0020035132613	non-alcoholic-beverages
0020035132613	herbal-teas
0020035132613	hot-beverages
0020100000069	canned-sardines
0020100000069	sardines
0020100000069	canned-foods
0020100000069	canned-fishes
0020100000069	fishes
0020100000069	seafood
0020100000083	canned-sardines
0020100000083	sardines
0020100000083	canned-foods
0020100000083	canned-fishes
0020100000083	fishes
0020100000083	seafood
0020100000212	canned-fishes
0020100000212	canned-foods
0020100000212	fishes
0020100000212	seafood
0020100000465	canned-sardines
0020100000465	sardines
0020100000465	canned-foods
0020100000465	canned-fishes
0020100000465	fishes
0020100000465	seafood
00201766	meals
00201766	prepared-lasagne
00201766	pasta-dishes
00201766	fresh-foods
00201766	microwave-meals
00201766	fresh-meals
0020200070061	cookies
0020200070061	biscuits
0020200070061	biscuits-and-cakes
0020200070061	sugary-snacks
00202343	chicken-risottos
00202343	meals
00202343	meals-with-chicken
00202343	refrigerated-meals
00202343	risottos
00202343	meals-with-meat
00202343	poultry-meals
00202343	refrigerated-foods
00202343	meat-based-products
00202343	microwave-meals
0020242124913	dried-products-to-be-rehydrated
0020242124913	meals
0020242124913	dried-products
0020242124913	dried-meals
00203180	fish-fillets
00203180	salmons
00203180	salmon-fillets
00203180	fishes
00203180	seafood
0020502140219	beverages
0020502140219	non-alcoholic-beverages
0020502140233	beverages
0020502140233	non-alcoholic-beverages
0020527022118	confectioneries
0020527022118	sugary-snacks
0020527022118	gelified-candies
0020527022118	gummy-bears
0020527022118	candies
0020527089111	confectioneries
0020527089111	sugary-snacks
0020527089111	gelified-candies
0020527089111	gummy-bears
0020527089111	candies
0020601407893	beverages
0020601407893	iced-teas
0020601407893	non-alcoholic-beverages
0020662000125	popcorn
0020662000125	sugary-snacks
0020662000132	popcorn
0020662000132	sugary-snacks
0020662000156	popcorn
0020662000156	sugary-snacks
0020662000200	sauces
0020662000200	groceries
0020662000200	pasta-sauces
0020662001153	popcorn
0020662001153	sugary-snacks
0020685000935	appetizers
0020685000935	potato-crisps
0020685000935	plant-based-foods-and-beverages
0020685000935	cereals-and-potatoes
0020685000935	salty-snacks
0020685000935	plant-based-foods
0020685000935	potato-crisps-in-sunflower-oil
0020685000935	crisps
0020685000935	chips-and-fries
0020685000959	appetizers
0020685000959	potato-crisps
0020685000959	plant-based-foods-and-beverages
0020685000959	cereals-and-potatoes
0020685000959	salty-snacks
0020685000959	plant-based-foods
0020685000959	potato-crisps-in-sunflower-oil
0020685000959	flavoured-potato-crisps
0020685000959	crisps
0020685000959	chips-and-fries
0020711812051	plant-based-foods-and-beverages
0020711812051	cereals-and-potatoes
0020711812051	vegetable-fats
0020711812051	cereals-and-their-products
0020711812051	fats
0020711812051	vegetable-oils
0020711812051	sesame-oils
0020711812051	cereal-oils
0020711812051	plant-based-foods
0020717102262	sauces
0020717102262	condiments
0020717102262	groceries
0020717102262	soy-sauces
0020717812055	fats
0020717812208	plant-based-foods-and-beverages
0020717812208	cereals-and-potatoes
0020717812208	vegetable-fats
0020717812208	cereals-and-their-products
0020717812208	fats
0020717812208	vegetable-oils
0020717812208	sesame-oils
0020717812208	cereal-oils
0020717812208	plant-based-foods
0020735092484	beverages
0020735092484	sodas
0020735092484	lemonades
0020735092484	sugared-beverages
0020735092484	carbonated-drinks
0020735160022	ice-creams
0020735160022	frozen-foods
0020735160022	ice-creams-and-sorbets
0020735160022	frozen-desserts
0020735160022	ice-cream-sandwiches
0020735160022	desserts
0020735160107	ice-creams
0020735160107	frozen-foods
0020735160107	ice-creams-and-sorbets
0020735160107	frozen-desserts
0020735160107	ice-cream-sandwiches
0020735160107	desserts
0020735420959	ice-cream-tubs
0020735420959	ice-creams
0020735420959	frozen-foods
0020735420959	chocolate-ice-cream-tubs
0020735420959	ice-creams-and-sorbets
0020735420959	frozen-desserts
0020735420959	desserts
00208338	christmas-puddings
00208338	desserts
00208338	puddings
002084329738	pizzas-pies-and-quiches
002084329738	meals
002084329738	frozen-foods
002084329738	frozen-pizzas-and-pies
002084329738	frozen-pizzas
002084329738	pizzas
002084329738	tuna-pizzas
00208970	pies
00208970	christmas-foods-and-drinks
00208970	tartlets
0020899000745	biscuits
0020899000745	biscuits-and-cakes
0020899000745	sugary-snacks
0020899001063	biscuits
0020899001063	biscuits-and-cakes
0020899001063	sugary-snacks
0020899001087	biscuits
0020899001087	biscuits-and-cakes
0020899001087	sugary-snacks
0020899001377	biscuits
0020899001377	biscuits-and-cakes
0020899001377	sugary-snacks
0020899001605	biscuits
0020899001605	biscuits-and-cakes
0020899001605	sugary-snacks
0020899001803	confectioneries
0020899001803	biscuits-and-cakes
0020899001803	sugary-snacks
0020899001803	biscuits
0020899752057	confectioneries
0020899752057	marzipan
0020899752057	milk-chocolates
0020899752057	sugary-snacks
0020899752057	biscuits
0020899752057	chocolates
0020899752057	biscuits-and-cakes
0021000010875	meals
0021000010875	plant-based-foods-and-beverages
0021000010875	cereals-and-potatoes
0021000010875	cereals-and-their-products
0021000010875	microwave-meals
0021000010875	plant-based-foods
0021000010875	pastas
0021000026319	sauces
0021000026319	groceries
0021000026319	mayonnaises
0021000026326	sauces
0021000026326	groceries
0021000026326	mayonnaises
0021000026494	sauces
0021000026494	salad-dressings
0021000026494	groceries
0021000026791	sauces
0021000026791	groceries
0021000026791	mayonnaises
0021000026876	sauces
0021000026876	groceries
0021000026876	mayonnaises
0021000026968	sauces
0021000026968	groceries
0021000026968	mayonnaises
0021000028245	meals
0021000028245	plant-based-foods-and-beverages
0021000028245	cereals-and-potatoes
0021000028245	cereals-and-their-products
0021000028245	microwave-meals
0021000028245	plant-based-foods
0021000028245	pastas
0021000028276	sauces
0021000028276	groceries
0021000028276	tomato-sauces
0021000037445	fermented-milk-products
0021000037445	cheeses
0021000037445	dairies
0021000037445	fermented-foods
0021000052288	sauces
0021000052288	groceries
0021000052325	sauces
0021000052325	groceries
0021000052325	barbecue-sauces
0021000052349	sauces
0021000052349	groceries
0021000052349	barbecue-sauces
0021000052387	sauces
0021000052387	groceries
0021000052387	barbecue-sauces
0021000053155	meals
0021000053155	plant-based-foods-and-beverages
0021000053155	cereals-and-potatoes
0021000053155	cereals-and-their-products
0021000053155	microwave-meals
0021000053155	plant-based-foods
0021000053155	pastas
0021000065110	sauces
0021000065110	salad-dressings
0021000065110	groceries
0021000419074	desserts
0021000521388	sauces
0021000521388	groceries
0021000640041	sauces
0021000640041	groceries
0021000640041	mayonnaises
0021000642199	sauces
0021000642199	groceries
0021000642199	mayonnaises
0021000642731	sauces
0021000642731	salad-dressings
0021000642731	groceries
0021000643462	sauces
0021000643462	salad-dressings
0021000643462	groceries
0021000643615	sauces
0021000643615	salad-dressings
0021000643615	groceries
0021000644735	sauces
0021000644735	salad-dressings
0021000644735	groceries
0021000646050	sauces
0021000646050	salad-dressings
0021000646050	groceries
0021000653218	plant-based-foods-and-beverages
0021000653218	cereals-and-potatoes
0021000653218	cereals-and-their-products
0021000653218	plant-based-foods
0021000653218	pastas
0021000658831	dried-products-to-be-rehydrated
0021000658831	meals
0021000658831	dried-products
0021000658930	plant-based-foods-and-beverages
0021000658930	cereals-and-potatoes
0021000658930	cereals-and-their-products
0021000658930	plant-based-foods
0021000658930	pastas
0021000658978	plant-based-foods-and-beverages
0021000658978	cereals-and-potatoes
0021000658978	cereals-and-their-products
0021000658978	plant-based-foods
0021000658978	pastas
0021000701476	sauces
0021000701476	salad-dressings
0021000701476	groceries
0021078019091	bodybuilding-supplements
0021078019091	protein-powders
0021078019091	dietary-supplements
0021130008087	sauces
0021130008087	groceries
0021130008087	tomato-sauces
0021130008087	ketchup
0021130008124	sauces
0021130008124	groceries
0021130008124	tomato-sauces
0021130008124	ketchup
0021130008155	sauces
0021130008155	groceries
0021130008155	tomato-sauces
0021130008155	ketchup
0021130008377	sauces
0021130008377	groceries
0021130008377	tomato-sauces
0021130008377	ketchup
0021130008384	sauces
0021130008384	groceries
0021130008384	tomato-sauces
0021130008384	ketchup
0021130016495	dark-chocolates
0021130016495	sugary-snacks
0021130016495	chocolates
0021130016631	dark-chocolates
0021130016631	sugary-snacks
0021130016631	chocolates
0021130070275	beverages
0021130070275	pasteurised-milks
0021130070275	homogenized-milks
0021130070275	flavoured-milks
0021130070275	chocolate-milks
0021130070275	dairies
0021130070275	non-alcoholic-beverages
0021130070275	dairy-drinks
0021130070275	milks
0021130070664	dairies
0021130070664	milks
0021130070992	beverages
0021130070992	homogenized-milks
0021130070992	flavoured-milks
0021130070992	chocolate-milks
0021130070992	dairies
0021130070992	fresh-milks
0021130070992	semi-skimmed-milks
0021130070992	non-alcoholic-beverages
0021130070992	non-sugared-beverages
0021130070992	dairy-drinks
0021130070992	milks
0021130074471	beverages
0021130074471	waters
0021130074471	non-alcoholic-beverages
0021130075003	beverages
0021130075003	waters
0021130075003	drinking-water
0021130075003	non-alcoholic-beverages
0021130075003	non-sugared-beverages
0021130079278	yogurts
0021130079278	fermented-milk-products
0021130079278	fermented-foods
0021130079278	greek-yogurts
0021130079278	dairies
0021130079278	low-fat-yogurts
0021130087921	ice-creams
0021130087921	frozen-foods
0021130087921	ice-creams-and-sorbets
0021130087921	frozen-desserts
0021130087921	ice-cream-sandwiches
0021130087921	desserts
0021130087945	ice-creams
0021130087945	frozen-foods
0021130087945	ice-creams-and-sorbets
0021130087945	frozen-desserts
0021130087945	ice-cream-sandwiches
0021130087945	desserts
0021130119356	special-breads
0021130119356	plant-based-foods-and-beverages
0021130119356	cereals-and-potatoes
0021130119356	bagel-breads
0021130119356	breads
0021130119356	plant-based-foods
0021130119387	special-breads
0021130119387	plant-based-foods-and-beverages
0021130119387	hamburger-buns
0021130119387	cereals-and-potatoes
0021130119387	breads
0021130119387	plant-based-foods
0021130119394	special-breads
0021130119394	plant-based-foods-and-beverages
0021130119394	hamburger-buns
0021130119394	cereals-and-potatoes
0021130119394	breads
0021130119394	plant-based-foods
0021130120178	special-breads
0021130120178	plant-based-foods-and-beverages
0021130120178	hamburger-buns
0021130120178	cereals-and-potatoes
0021130120178	breads
0021130120178	plant-based-foods
0021130120536	special-breads
0021130120536	plant-based-foods-and-beverages
0021130120536	cereals-and-potatoes
0021130120536	bagel-breads
0021130120536	breads
0021130120536	plant-based-foods
0021130120604	special-breads
0021130120604	plant-based-foods-and-beverages
0021130120604	cereals-and-potatoes
0021130120604	bagel-breads
0021130120604	breads
0021130120604	plant-based-foods
0021130150991	sauces
0021130150991	groceries
0021130150991	tomato-sauces
0021130150991	ketchup
0021130153138	meats
0021130153138	salami
0021130153138	prepared-meats
0021130153503	meats
0021130153503	hams
0021130153503	pork
0021130153503	prepared-meats
0021130184330	special-breads
0021130184330	plant-based-foods-and-beverages
0021130184330	hamburger-buns
0021130184330	cereals-and-potatoes
0021130184330	breads
0021130184330	plant-based-foods
0021130185214	special-breads
0021130185214	plant-based-foods-and-beverages
0021130185214	hamburger-buns
0021130185214	cereals-and-potatoes
0021130185214	breads
0021130185214	plant-based-foods
0021130241989	sauces
0021130241989	groceries
0021130241989	tomato-sauces
0021130241989	ketchup
0021130252626	beverages
0021130252626	sugared-beverages
0021130252626	colas
0021130252626	sodas
0021130252626	carbonated-drinks
0021130254316	beverages
0021130254316	carbonated-drinks
0021130254316	non-alcoholic-beverages
0021130293483	nuts
0021130293483	plant-based-foods-and-beverages
0021130293483	grilled-almonds
0021130293483	salted-almonds
0021130293483	nuts-and-their-products
0021130293483	plant-based-foods
0021130293483	almonds
0021130293599	popcorn
0021130293599	sugary-snacks
0021130299515	popcorn
0021130299515	sugary-snacks
0021130299591	popcorn
0021130299591	sugary-snacks
0021130310081	beverages
0021130310081	squeezed-juices
0021130310081	apple-juices
0021130310081	plant-based-beverages
0021130310081	plant-based-foods-and-beverages
0021130310081	fruit-juices-and-nectars
0021130310081	squeezed-apple-juices
0021130310081	juices-and-nectars
0021130310081	non-alcoholic-beverages
0021130310081	fruit-juices
0021130310081	fruit-based-beverages
0021130310098	beverages
0021130310098	squeezed-juices
0021130310098	apple-juices
0021130310098	plant-based-beverages
0021130310098	plant-based-foods-and-beverages
0021130310098	fruit-juices-and-nectars
0021130310098	squeezed-apple-juices
0021130310098	juices-and-nectars
0021130310098	non-alcoholic-beverages
0021130310098	fruit-juices
0021130310098	fruit-based-beverages
0021130314119	beverages
0021130314119	plant-based-beverages
0021130314119	fruit-juices-and-nectars
0021130314119	plant-based-foods-and-beverages
0021130314119	grapefruit-juices
0021130314119	juices-and-nectars
0021130314119	non-alcoholic-beverages
0021130314119	fruit-juices
0021130314119	fruit-based-beverages
0021130314119	concentrated-grapefruit-juices
0021130314119	concentrated-fruit-juices
0021130314300	beverages
0021130314300	apple-juices
0021130314300	plant-based-beverages
0021130314300	fruit-juices-and-nectars
0021130314300	plant-based-foods-and-beverages
0021130314300	juices-and-nectars
0021130314300	non-alcoholic-beverages
0021130314300	fruit-juices
0021130314300	fruit-based-beverages
0021130316168	beverages
0021130316168	plant-based-beverages
0021130316168	plant-based-foods-and-beverages
0021130316168	vegetable-based-foods-and-beverages
0021130316168	vegetable-based-beverages
0021130316168	vegetable-juices
0021130316168	juices-and-nectars
0021130316168	non-alcoholic-beverages
0021130316168	non-sugared-beverages
0021130340903	butter-beans
0021130340903	plant-based-foods-and-beverages
0021130340903	legumes-and-their-products
0021130340903	seeds
0021130340903	legumes
0021130340903	legume-seeds
0021130340903	pulses
0021130340903	plant-based-foods
0021130405176	durum-wheat-macaroni
0021130405176	dry-pasta
0021130405176	plant-based-foods-and-beverages
0021130405176	cereals-and-potatoes
0021130405176	durum-wheat-pasta
0021130405176	cereals-and-their-products
0021130405176	plant-based-foods
0021130405176	wheat-pasta
0021130405176	pastas
0021130480715	sauces
0021130480715	groceries
0021130480715	tzatzikis
0021130480814	sauces
0021130480814	groceries
0021130480814	barbecue-sauces
0021130493623	sauces
0021130493623	groceries
0021130493623	pasta-sauces
0021130494729	sauces
0021130494729	groceries
0021130494729	pasta-sauces
0021130501212	butter-beans
0021130501212	plant-based-foods-and-beverages
0021130501212	legumes-and-their-products
0021130501212	seeds
0021130501212	legumes
0021130501212	legume-seeds
0021130501212	pulses
0021130501212	plant-based-foods
0021130507092	dry-pasta
0021130507092	plant-based-foods-and-beverages
0021130507092	cereals-and-potatoes
0021130507092	cereals-and-their-products
0021130507092	plant-based-foods
0021130507092	pastas
0021130512881	corn-oils
0021130512881	plant-based-foods-and-beverages
0021130512881	cereals-and-potatoes
0021130512881	vegetable-fats
0021130512881	cereals-and-their-products
0021130512881	fats
0021130512881	vegetable-oils
0021130512881	cereal-oils
0021130512881	plant-based-foods
0021140023612	sauces
0021140023612	groceries
0021140023612	tomato-sauces
0021140023612	ketchup
0021140152213	popcorn
0021140152213	sugary-snacks
0021140152244	popcorn
0021140152244	sugary-snacks
0021140152251	popcorn
0021140152251	sugary-snacks
0021140152527	popcorn
0021140152527	sugary-snacks
0021140209801	butter-beans
0021140209801	plant-based-foods-and-beverages
0021140209801	legumes-and-their-products
0021140209801	seeds
0021140209801	legumes
0021140209801	legume-seeds
0021140209801	pulses
0021140209801	plant-based-foods
0021200001741	fermented-milk-products
0021200001741	fermented-foods
0021200001741	mozzarella
0021200001741	italian-cheeses
0021200001741	cheeses
0021200001741	dairies
0021200001741	stretched-curd-cheeses
002121	sugary-snacks
002121	cakes
002121	pastries
002121	madeleines
002121	biscuits-and-cakes
0021248102196	sweeteners
0021248102196	sugars
0021285003340	special-breads
0021285003340	plant-based-foods-and-beverages
0021285003340	hamburger-buns
0021285003340	cereals-and-potatoes
0021285003340	breads
0021285003340	plant-based-foods
00213158	meals
00213158	meals-with-chicken
00213158	refrigerated-meals
00213158	meals-with-meat
00213158	poultry-meals
00213158	refrigerated-foods
00213158	meat-based-products
00213158	microwave-meals
0021357020138	meats
0021357020138	beef
0021357020138	sausages
0021357020138	prepared-meats
0021357913447	smoked-sausages
0021357913447	meats
0021357913447	sausages
0021357913447	prepared-meats
0021357913447	beef
00213790	beverages
00213790	artificially-sweetened-beverages
00213844	beverages
00213844	non-sugared-beverages
00213844	non-alcoholic-beverages
00214036	cookies
00214036	biscuits
00214036	biscuits-and-cakes
00214036	sugary-snacks
00216135	pies
00216135	christmas-foods-and-drinks
00216135	tartlets
00216289	confectioneries
00216289	sugary-snacks
00216289	halloween-foods-and-drinks
00216289	gelified-candies
00216289	candies
0021723778885	sauces
0021723778885	groceries
0021785003529	cocoa-and-hazelnuts-spreads
0021785003529	spreads
0021785003529	sweet-spreads
0021785003529	breakfasts
0021785003529	chocolate-spreads
0021785003529	hazelnut-spreads
0021908509372	sugary-snacks
0021908509372	biscuits
0021908509372	bars
0021908509372	chocolates
0021908509372	cookies
0021908509372	biscuits-and-cakes
0021908812427	appetizers
0021908812427	potato-crisps
0021908812427	plant-based-foods-and-beverages
0021908812427	cereals-and-potatoes
0021908812427	salty-snacks
0021908812427	plant-based-foods
0021908812427	sweet-potato-crisps
0021908812427	potato-crisps-in-sunflower-oil
0021908812427	crisps
0021908812427	chips-and-fries
0021908812663	appetizers
0021908812663	salty-snacks
0021908812663	corn-chips
0021908812663	crisps
0021908812663	chips-and-fries
0022000011879	candies
0022000011879	confectioneries
0022000011879	sugary-snacks
0022000015693	sugar-free-chewing-gum
0022000015693	confectioneries
0022000015693	chewing-gum
0022000015693	sugary-snacks
0022000015969	candies
0022000015969	confectioneries
0022000015969	sugary-snacks
0022000159335	groceries
0022000159335	mint
