code	category
0034856028918	breakfasts
0034856028918	plant-based-foods
0034856028918	fruit-jellies
0034856028949	plant-based-foods-and-beverages
0034856028949	fruits-and-vegetables-based-foods
0034856028949	fruits
0034856028949	plant-based-foods
0034856028949	fruits-based-foods
0034856028963	plant-based-foods-and-beverages
0034856028963	fruits-and-vegetables-based-foods
0034856028963	fruits
0034856028963	plant-based-foods
0034856028963	fruits-based-foods
00348638	microwave-meals
00348638	meals
00348638	refrigerated-foods
00348638	refrigerated-meals
0034876512183	sauces
0034876512183	groceries
00351546	spreadable-fats
00351546	spreads
00351546	salted-butters
00351546	dairies
00351546	fats
00351546	milkfat
00351546	animal-fats
00351546	butters
0035200075442	rices
0035200075442	plant-based-foods-and-beverages
0035200075442	cereal-grains
0035200075442	cereals-and-potatoes
0035200075442	seeds
0035200075442	cereals-and-their-products
0035200075442	plant-based-foods
0035226031767	sauces
0035226031767	condiments
0035226031767	groceries
0035226031767	mustards
0035342600182	plant-based-foods-and-beverages
0035342600182	tomatoes-and-tomato-products
0035342600182	tomatoes
0035342600182	fruits-and-vegetables-based-foods
0035342600182	vegetables-based-foods
0035342600182	plant-based-foods
0035342630103	sauces
0035342630103	groceries
0035342710034	plant-based-foods-and-beverages
0035342710034	tomatoes-and-tomato-products
0035342710034	tomatoes
0035342710034	fruits-and-vegetables-based-foods
0035342710034	vegetables-based-foods
0035342710034	plant-based-foods
0035342710058	plant-based-foods-and-beverages
0035342710058	tomatoes-and-tomato-products
0035342710058	tomatoes
0035342710058	fruits-and-vegetables-based-foods
0035342710058	vegetables-based-foods
0035342710058	plant-based-foods
00356398	beverages
00356398	plant-based-beverages
00356398	fruit-juices-and-nectars
00356398	plant-based-foods-and-beverages
00356398	juices-and-nectars
00356398	non-alcoholic-beverages
00356398	fruit-juices
00356398	fruit-based-beverages
00356398	plant-based-foods
0035720005400	dietary-supplements
0035826004284	popcorn
0035826004284	sugary-snacks
0035826008381	butter-beans
0035826008381	plant-based-foods-and-beverages
0035826008381	legumes-and-their-products
0035826008381	seeds
0035826008381	legumes
0035826008381	legume-seeds
0035826008381	pulses
0035826008381	plant-based-foods
0035826008398	butter-beans
0035826008398	plant-based-foods-and-beverages
0035826008398	legumes-and-their-products
0035826008398	seeds
0035826008398	legumes
0035826008398	legume-seeds
0035826008398	pulses
0035826008398	plant-based-foods
0035826010445	butter-beans
0035826010445	plant-based-foods-and-beverages
0035826010445	legumes-and-their-products
0035826010445	seeds
0035826010445	legumes
0035826010445	legume-seeds
0035826010445	pulses
0035826010445	plant-based-foods
0035826041807	popcorn
0035826041807	sugary-snacks
0035826060310	butter-beans
0035826060310	plant-based-foods-and-beverages
0035826060310	legumes-and-their-products
0035826060310	seeds
0035826060310	legumes
0035826060310	legume-seeds
0035826060310	pulses
0035826060310	plant-based-foods
0035826073570	simple-syrups
0035826073570	syrups
0035826073570	sweeteners
0035826073570	molasses
0035826075338	sauces
0035826075338	groceries
0035826075338	hot-sauces
0035826076410	simple-syrups
0035826076410	syrups
0035826076410	maple-syrups
0035826076410	sweeteners
0035826076779	sauces
0035826076779	groceries
0035826076779	hot-sauces
0035826087850	sauces
0035826087850	groceries
0035826087850	tomato-sauces
0035826087850	ketchup
0035826087867	sauces
0035826087867	groceries
0035826087867	tomato-sauces
0035826087867	ketchup
0035826087881	sauces
0035826087881	groceries
0035826087881	tomato-sauces
0035826087881	ketchup
0035826087904	sauces
0035826087904	groceries
0035826087904	mayonnaises
0035826088017	sauces
0035826088017	condiments
0035826088017	groceries
0035826088017	mustards
0035826088512	sandwiches
0035826088512	hamburgers
0035826089311	special-breads
0035826089311	plant-based-foods-and-beverages
0035826089311	hamburger-buns
0035826089311	cereals-and-potatoes
0035826089311	breads
0035826089311	plant-based-foods
0035826090973	ice-creams
0035826090973	frozen-foods
0035826090973	ice-creams-and-sorbets
0035826090973	frozen-desserts
0035826090973	ice-cream-sandwiches
0035826090973	desserts
0035826090997	ice-creams
0035826090997	frozen-foods
0035826090997	ice-creams-and-sorbets
0035826090997	frozen-desserts
0035826090997	ice-cream-sandwiches
0035826090997	desserts
0035826091000	ice-creams
0035826091000	frozen-foods
0035826091000	ice-creams-and-sorbets
0035826091000	frozen-desserts
0035826091000	ice-cream-sandwiches
0035826091000	desserts
0035826091024	ice-creams
0035826091024	frozen-foods
0035826091024	ice-creams-and-sorbets
0035826091024	frozen-desserts
0035826091024	ice-cream-sandwiches
0035826091024	desserts
0035826091031	ice-creams
0035826091031	frozen-foods
0035826091031	ice-creams-and-sorbets
0035826091031	frozen-desserts
0035826091031	ice-cream-sandwiches
0035826091031	desserts
0035826091048	ice-creams
0035826091048	frozen-foods
0035826091048	ice-creams-and-sorbets
0035826091048	frozen-desserts
0035826091048	ice-cream-sandwiches
0035826091048	desserts
0035826091109	ice-creams
0035826091109	frozen-foods
0035826091109	ice-creams-and-sorbets
0035826091109	frozen-desserts
0035826091109	ice-cream-sandwiches
0035826091109	desserts
0035826096456	sauces
0035826096456	groceries
0035826096456	tomato-sauces
0035826096456	ketchup
0035826096586	special-breads
0035826096586	plant-based-foods-and-beverages
0035826096586	cereals-and-potatoes
0035826096586	bagel-breads
0035826096586	breads
0035826096586	plant-based-foods
0035826097699	popcorn
0035826097699	sugary-snacks
0035826097705	popcorn
0035826097705	sugary-snacks
0035826097712	popcorn
0035826097712	sugary-snacks
0035826097729	popcorn
0035826097729	sugary-snacks
0035826097743	popcorn
0035826097743	sugary-snacks
0035826099044	popcorn
0035826099044	sugary-snacks
0035826104069	special-breads
0035826104069	plant-based-foods-and-beverages
0035826104069	hamburger-buns
0035826104069	cereals-and-potatoes
0035826104069	breads
0035826104069	plant-based-foods
00358521	plant-based-foods-and-beverages
00358521	canned-plant-based-foods
00358521	canned-vegetables
00358521	canned-foods
00358521	fruits-and-vegetables-based-foods
00358521	vegetables-based-foods
00358521	plant-based-foods
00359047	sauces
00359047	groceries
00359047	plant-based-foods-and-beverages
00359047	tomato-sauces
00359047	tomatoes-and-tomato-products
00359047	fruits-and-vegetables-based-foods
00359047	vegetables-based-foods
00359047	plant-based-foods
00360845	frozen-foods
00361644	sugary-snacks
00361644	cakes
00361644	christmas-foods-and-drinks
00361644	fruit-cakes
00361644	biscuits-and-cakes
0036200013694	sauces
0036200013694	groceries
0036200013694	pasta-sauces
0036200014981	sauces
0036200014981	groceries
0036200219294	sauces
0036200219294	groceries
0036200219294	pasta-sauces
0036200219317	sauces
0036200219317	groceries
0036200219317	pasta-sauces
0036200219348	sauces
0036200219348	groceries
0036200223024	olive-tree-products
0036200223024	plant-based-foods-and-beverages
0036200223024	vegetable-fats
0036200223024	fats
0036200223024	vegetable-oils
0036200223024	olive-oils
0036200223024	plant-based-foods
00362016	meals
00362016	meals-with-chicken
00362016	fresh-foods
00362016	meals-with-meat
00362016	poultry-meals
00362016	meat-based-products
00362016	fresh-meals
0036232041016	confectioneries
0036232041016	sugary-snacks
0036232041016	gelified-candies
0036232041016	gummy-bears
0036232041016	candies
00362702	nuts
00362702	plant-based-foods-and-beverages
00362702	cashew-nuts
00362702	nuts-and-their-products
00362702	plant-based-foods
00363037	sweeteners
00363037	sugars
00364539	sugary-snacks
00364539	chocolate-molds
00364539	milk-chocolates
00364539	chocolates
0036494022044	sauces
0036494022044	groceries
0036494022044	tomato-sauces
0036494022044	ketchup
00365482	plant-based-foods-and-beverages
00365482	fresh-foods
00365482	mushrooms
00365482	plant-based-foods
00365482	fruits-and-vegetables-based-foods
00365482	vegetables-based-foods
00365482	fresh-plant-based-foods
00365482	mushrooms-and-their-products
00365925	plant-based-foods-and-beverages
00365925	cereals-and-potatoes
00365925	cereals-and-their-products
00365925	breakfast-cereals
00365925	breakfasts
00365925	plant-based-foods
0036632001078	yogurts
0036632001078	fermented-milk-products
0036632001078	fermented-foods
0036632001078	dairies
0036632001078	low-fat-yogurts
0036632001078	fruit-yogurts
0036632002822	yogurts
0036632002822	fermented-milk-products
0036632002822	fermented-foods
0036632002822	dairies
0036632011084	yogurts
0036632011084	fermented-milk-products
0036632011084	fermented-foods
0036632011084	dairies
0036632013354	yogurts
0036632013354	fermented-milk-products
0036632013354	fermented-foods
0036632013354	greek-yogurts
0036632013354	dairies
0036632013354	cherry-yogurts
0036632013354	fruit-yogurts
0036632018724	yogurts
0036632018724	fermented-milk-products
0036632018724	fermented-foods
0036632018724	greek-yogurts
0036632018724	dairies
0036632025159	yogurts
0036632025159	fermented-milk-products
0036632025159	fermented-foods
0036632025159	dairies
0036632028501	yogurts
0036632028501	fermented-milk-products
0036632028501	fermented-foods
0036632028501	greek-yogurts
0036632028501	dairies
0036632032157	yogurts
0036632032157	fermented-milk-products
0036632032157	fermented-foods
0036632032157	greek-yogurts
0036632032157	dairies
0036632032157	fruit-yogurts
0036632032935	yogurts
0036632032935	fermented-milk-products
0036632032935	fermented-foods
0036632032935	dairies
0036632036506	yogurts
0036632036506	fermented-milk-products
0036632036506	fermented-foods
0036632036506	dairies
00366861	dairies
00366861	milks
0036731106018	beverages
0036731106018	sugared-beverages
0036731106018	energy-drinks
0036731106025	beverages
0036731106025	sugared-beverages
0036731106025	energy-drinks
0036731106032	beverages
0036731106032	sugared-beverages
0036731106032	energy-drinks
0036731106049	beverages
0036731106049	sugared-beverages
0036731106049	energy-drinks
0036731106063	beverages
0036731106063	waters
0036731106063	carbonated-waters
0036731106063	sugared-beverages
0036731106063	energy-drinks
0036731106063	carbonated-drinks
0036731135513	plant-based-foods-and-beverages
0036731135513	avena
0036731135513	cereal-grains
0036731135513	cereals-and-potatoes
0036731135513	seeds
0036731135513	cereals-and-their-products
0036731135513	plant-based-foods
0036731136916	beverages
0036731136916	waters
0036731136916	carbonated-waters
0036731136916	sugared-beverages
0036731136916	energy-drinks
0036731136916	carbonated-drinks
0036731140067	beverages
0036731140067	sugared-beverages
0036731328007	beverages
0036731328007	artificially-sweetened-beverages
0036731328007	sugared-beverages
0036731451002	beverages
0036731451002	sugared-beverages
0036731501004	beverages
0036731501004	waters
0036731501004	carbonated-waters
0036731501004	sugared-beverages
0036731501004	energy-drinks
0036731501004	carbonated-drinks
0036731503008	beverages
0036731503008	sugared-beverages
0036731503008	energy-drinks
0036731506009	beverages
0036731506009	waters
0036731506009	carbonated-waters
0036731506009	sugared-beverages
0036731506009	energy-drinks
0036731506009	carbonated-drinks
0036778001208	sugary-snacks
0036778001208	confectioneries
0036778001208	chocolate-candies
0036778001208	bonbons
0036778020582	sugary-snacks
0036778020582	chocolates
0036778020674	nuts
0036778020674	plant-based-foods-and-beverages
0036778020674	milk-chocolates
0036778020674	sugary-snacks
0036778020674	chocolates
0036778020674	nuts-and-their-products
0036778020674	plant-based-foods
0036778020674	macadamia-nuts
0036800037489	sauces
0036800037489	groceries
0036800037489	tomato-sauces
0036800037489	ketchup
0036800041257	sauces
0036800041257	groceries
0036800041257	tomato-sauces
0036800041257	ketchup
0036800043411	sauces
0036800043411	groceries
0036800043411	tomato-sauces
0036800043411	ketchup
0036800083004	sauces
0036800083004	groceries
0036800083004	tomato-sauces
0036800083004	ketchup
0036800103177	sauces
0036800103177	groceries
0036800103177	tomato-sauces
0036800103177	ketchup
0036800145061	special-breads
0036800145061	plant-based-foods-and-beverages
0036800145061	hamburger-buns
0036800145061	cereals-and-potatoes
0036800145061	breads
0036800145061	plant-based-foods
0036800149403	beverages
0036800149403	squeezed-juices
0036800149403	apple-juices
0036800149403	plant-based-beverages
0036800149403	plant-based-foods-and-beverages
0036800149403	fruit-juices-and-nectars
0036800149403	squeezed-apple-juices
0036800149403	juices-and-nectars
0036800149403	non-alcoholic-beverages
0036800149403	fruit-juices
0036800149403	fruit-based-beverages
0036800175150	butter-beans
0036800175150	plant-based-foods-and-beverages
0036800175150	legumes-and-their-products
0036800175150	seeds
0036800175150	legumes
0036800175150	legume-seeds
0036800175150	pulses
0036800175150	plant-based-foods
0036800227224	butter-beans
0036800227224	plant-based-foods-and-beverages
0036800227224	legumes-and-their-products
0036800227224	seeds
0036800227224	legumes
0036800227224	legume-seeds
0036800227224	pulses
0036800227224	plant-based-foods
0036800290877	ice-creams
0036800290877	frozen-foods
0036800290877	ice-creams-and-sorbets
0036800290877	frozen-desserts
0036800290877	ice-cream-sandwiches
0036800290877	desserts
0036800304949	popcorn
0036800304949	sugary-snacks
0036800402041	sauces
0036800402041	groceries
0036800402041	tomato-sauces
0036800402041	ketchup
0036800402058	sauces
0036800402058	groceries
0036800402058	tomato-sauces
0036800402058	ketchup
0036800402065	sauces
0036800402065	groceries
0036800402065	tomato-sauces
0036800402065	ketchup
0036800406100	popcorn
0036800406100	sugary-snacks
0036800406124	popcorn
0036800406124	sugary-snacks
0036800407404	sauces
0036800407404	groceries
0036800407404	tomato-sauces
0036800407404	ketchup
0036800420649	plant-based-foods-and-beverages
0036800420649	flakes
0036800420649	cereals-and-potatoes
0036800420649	cereal-flakes
0036800420649	cereals-and-their-products
0036800420649	breakfast-cereals
0036800420649	breakfasts
0036800420649	mixed-cereal-flakes
0036800420649	mueslis-with-fruits
0036800420649	plant-based-foods
0036800420649	mueslis
0036800631151	butter-beans
0036800631151	plant-based-foods-and-beverages
0036800631151	legumes-and-their-products
0036800631151	seeds
0036800631151	legumes
0036800631151	legume-seeds
0036800631151	pulses
0036800631151	plant-based-foods
0036800632127	butter-beans
0036800632127	plant-based-foods-and-beverages
0036800632127	legumes-and-their-products
0036800632127	seeds
0036800632127	legumes
0036800632127	legume-seeds
0036800632127	pulses
0036800632127	plant-based-foods
0036830164506	ground-steaks
0036830164506	frozen-foods
0036830164506	frozen-meats
0036830164506	meats
0036830164506	steaks
0036830164506	frozen-ground-steaks
0036830164506	beef
0036830164506	beef-steaks
0036830164506	frozen-ground-beef-steaks
0036830164506	ground-beef-steaks
0036830164506	frozen-steaks
0036846912917	special-breads
0036846912917	plant-based-foods-and-beverages
0036846912917	hamburger-buns
0036846912917	cereals-and-potatoes
0036846912917	breads
0036846912917	plant-based-foods
00368735	pies
00368735	lemon-tarts
00368735	sweet-pies
00368735	lemon-meringue-pies
0037000184799	appetizers
0037000184799	salty-snacks
0037000184799	chips-and-fries
0037000184799	crisps
0037000320807	appetizers
0037000320807	salty-snacks
0037000320807	chips-and-fries
0037000320807	crisps
0037014242256	dark-chocolates
0037014242256	sugary-snacks
0037014242256	chocolates
0037014242287	dark-chocolates
0037014242287	sugary-snacks
0037014242287	chocolates
0037014242317	sugary-snacks
0037014242317	milk-chocolates
0037014242317	chocolates
0037014242379	dark-chocolates
0037014242379	sugary-snacks
0037014242379	chocolates
0037014242478	dark-chocolates
0037014242478	sugary-snacks
0037014242478	chocolates
0037014242485	dark-chocolates-with-cocoa-nibs
0037014242485	dark-chocolates
0037014242485	sugary-snacks
0037014242485	chocolates
0037200000011	rices
0037200000011	plant-based-foods-and-beverages
0037200000011	cereal-grains
0037200000011	cereals-and-potatoes
0037200000011	seeds
0037200000011	cereals-and-their-products
0037200000011	plant-based-foods
00372060	appetizers
00372060	salty-snacks
00372060	sweet-potato-crisps
00372060	parsnip-crisps
00372060	crisps
00372060	chips-and-fries
00372800	beverages
00372800	teas
00372800	black-teas
00372800	plant-based-beverages
00372800	plant-based-foods-and-beverages
00372800	christmas-foods-and-drinks
00372800	non-alcoholic-beverages
00372800	herbal-teas
00372800	hot-beverages
0037310106412	spreads
0037310106412	plant-based-spreads
0037310106412	nut-butters
0037310106412	plant-based-foods-and-beverages
0037310106412	legumes-and-their-products
0037310106412	peanut-butters
0037310106412	nuts-and-their-products
0037310106412	oilseed-purees
0037310106412	legume-butters
0037310106412	plant-based-foods
0037323120696	beverages
0037323120696	squeezed-juices
0037323120696	apple-juices
0037323120696	plant-based-beverages
0037323120696	plant-based-foods-and-beverages
0037323120696	fruit-juices-and-nectars
0037323120696	squeezed-apple-juices
0037323120696	juices-and-nectars
0037323120696	non-alcoholic-beverages
0037323120696	fruit-juices
0037323120696	fruit-based-beverages
0037323120733	beverages
0037323120733	squeezed-juices
0037323120733	apple-juices
0037323120733	plant-based-beverages
0037323120733	plant-based-foods-and-beverages
0037323120733	fruit-juices-and-nectars
0037323120733	squeezed-apple-juices
0037323120733	juices-and-nectars
0037323120733	non-alcoholic-beverages
0037323120733	fruit-juices
0037323120733	fruit-based-beverages
0037323122201	beverages
0037323122201	squeezed-juices
0037323122201	apple-juices
0037323122201	plant-based-beverages
0037323122201	plant-based-foods-and-beverages
0037323122201	fruit-juices-and-nectars
0037323122201	squeezed-apple-juices
0037323122201	juices-and-nectars
0037323122201	non-alcoholic-beverages
0037323122201	fruit-juices
0037323122201	fruit-based-beverages
0037323125271	apple-compotes
0037323125271	plant-based-foods-and-beverages
0037323125271	fruits-and-vegetables-based-foods
0037323125271	desserts
0037323125271	compotes
0037323125271	plant-based-foods
0037323125271	fruits-based-foods
00373739	fermented-milk-products
00373739	pasteurized-camembert
00373739	fermented-foods
00373739	cheeses
00373739	dairies
00373739	camemberts
00373739	pasteurized-cheeses
00373739	soft-cheeses-with-bloomy-rind
00373739	cow-cheeses
0037466013039	dark-chocolates
0037466013039	sugary-snacks
0037466013039	chocolates
0037466014630	extra-fine-black-chocolates
0037466014630	dark-chocolates
0037466014630	sugary-snacks
0037466014630	chocolates
0037466016436	sugary-snacks
0037466016436	milk-chocolates
0037466016436	chocolates
0037466016450	dark-chocolates
0037466016450	sugary-snacks
0037466016450	chocolates
0037466017594	sugary-snacks
0037466017594	milk-chocolates
0037466017594	chocolates
0037466018287	sugary-snacks
0037466018287	chocolates
0037466022031	sugary-snacks
0037466022031	milk-chocolates
0037466022031	caramel-chocolates
0037466022031	chocolates
0037466022031	milk-chocolate-with-caramel
0037466023427	dark-chocolates
0037466023427	sugary-snacks
0037466023427	chocolates
0037466030890	sugary-snacks
0037466030890	chocolates
0037466038612	chocolate-bars
0037466038612	confectioneries
0037466038612	chocolate-candies
0037466038612	sugary-snacks
0037466038612	bars
0037466039411	dark-chocolates
0037466039411	sugary-snacks
0037466039411	chocolates
0037466041339	dark-chocolates
0037466041339	sugary-snacks
0037466041339	chocolates
0037466042695	dark-chocolates
0037466042695	sugary-snacks
0037466042695	chocolates
0037466047263	white-chocolates
0037466047263	sugary-snacks
0037466047263	chocolates
0037466049090	sugary-snacks
0037466049090	chocolates
0037466051352	white-chocolates
0037466051352	sugary-snacks
0037466051352	chocolates
0037466062150	sugary-snacks
0037466062150	confectioneries
0037466062150	chocolate-candies
0037466062150	bonbons
0037466062266	sugary-snacks
0037466062266	chocolates
0037466080864	sugary-snacks
0037466080864	chocolates
0037466080864	milk-chocolates
0037466080864	swiss-chocolates
0037466081342	sugary-snacks
0037466081342	milk-chocolates
0037466081342	chocolates
0037466083247	sugary-snacks
0037466083247	milk-chocolates
0037466083247	chocolates
0037466083315	dark-chocolates
0037466083315	sugary-snacks
0037466083315	chocolates
0037578800800	appetizers
0037578800800	potato-crisps
0037578800800	plant-based-foods-and-beverages
0037578800800	cereals-and-potatoes
0037578800800	salty-snacks
0037578800800	plant-based-foods
0037578800800	barbecue-crisps
0037578800800	flavoured-potato-crisps
0037578800800	crisps
0037578800800	chips-and-fries
0037600104029	canned-meats
0037600104029	canned-foods
0037600104999	nuts
0037600104999	spreads
0037600104999	plant-based-foods-and-beverages
0037600104999	legumes-and-their-products
0037600104999	sweet-spreads
0037600104999	peanuts
0037600104999	legumes
0037600104999	breakfasts
0037600104999	nuts-and-their-products
0037600104999	plant-based-foods
0037600105002	spreads
0037600105002	plant-based-spreads
0037600105002	nut-butters
0037600105002	plant-based-foods-and-beverages
0037600105002	legumes-and-their-products
0037600105002	sweet-spreads
0037600105002	peanut-butters
0037600105002	breakfasts
0037600105002	nuts-and-their-products
0037600105002	oilseed-purees
0037600105002	legume-butters
0037600105002	plant-based-foods
0037600105033	spreads
0037600105033	plant-based-spreads
0037600105033	nut-butters
0037600105033	plant-based-foods-and-beverages
0037600105033	legumes-and-their-products
0037600105033	peanut-butters
0037600105033	nuts-and-their-products
0037600105033	oilseed-purees
0037600105033	legume-butters
0037600105033	plant-based-foods
0037600105064	spreads
0037600105064	plant-based-spreads
0037600105064	nut-butters
0037600105064	plant-based-foods-and-beverages
0037600105064	legumes-and-their-products
0037600105064	peanut-butters
0037600105064	nuts-and-their-products
0037600105064	oilseed-purees
0037600105064	legume-butters
0037600105064	plant-based-foods
0037600105408	spreads
0037600105408	plant-based-spreads
0037600105408	nut-butters
0037600105408	plant-based-foods-and-beverages
0037600105408	legumes-and-their-products
0037600105408	peanut-butters
0037600105408	nuts-and-their-products
0037600105408	oilseed-purees
0037600105408	legume-butters
0037600105408	plant-based-foods
0037600106009	spreads
0037600106009	plant-based-spreads
0037600106009	nut-butters
0037600106009	plant-based-foods-and-beverages
0037600106009	legumes-and-their-products
0037600106009	peanut-butters
0037600106009	fats
0037600106009	nuts-and-their-products
0037600106009	oilseed-purees
0037600106009	legume-butters
0037600106009	plant-based-foods
0037600106252	spreads
0037600106252	plant-based-spreads
0037600106252	nut-butters
0037600106252	plant-based-foods-and-beverages
0037600106252	legumes-and-their-products
0037600106252	peanut-butters
0037600106252	nuts-and-their-products
0037600106252	oilseed-purees
0037600106252	legume-butters
0037600106252	plant-based-foods
0037600106412	spreads
0037600106412	plant-based-spreads
0037600106412	nut-butters
0037600106412	plant-based-foods-and-beverages
0037600106412	legumes-and-their-products
0037600106412	sweet-spreads
0037600106412	peanut-butters
0037600106412	breakfasts
0037600106412	nuts-and-their-products
0037600106412	oilseed-purees
0037600106412	legume-butters
0037600106412	plant-based-foods
0037600106436	spreads
0037600106436	plant-based-spreads
0037600106436	nut-butters
0037600106436	plant-based-foods-and-beverages
0037600106436	legumes-and-their-products
0037600106436	peanut-butters
0037600106436	nuts-and-their-products
0037600106436	oilseed-purees
0037600106436	legume-butters
0037600106436	plant-based-foods
0037600106481	spreads
0037600106481	plant-based-spreads
0037600106481	nut-butters
0037600106481	plant-based-foods-and-beverages
0037600106481	legumes-and-their-products
0037600106481	peanut-butters
0037600106481	nuts-and-their-products
0037600106481	oilseed-purees
0037600106481	legume-butters
0037600106481	plant-based-foods
0037600106689	spreads
0037600106689	plant-based-spreads
0037600106689	nut-butters
0037600106689	plant-based-foods-and-beverages
0037600106689	legumes-and-their-products
0037600106689	peanut-butters
0037600106689	nuts-and-their-products
0037600106689	oilseed-purees
0037600106689	legume-butters
0037600106689	plant-based-foods
0037600106726	spreads
0037600106726	plant-based-spreads
0037600106726	nut-butters
0037600106726	plant-based-foods-and-beverages
0037600106726	legumes-and-their-products
0037600106726	peanut-butters
0037600106726	nuts-and-their-products
0037600106726	oilseed-purees
0037600106726	legume-butters
0037600106726	plant-based-foods
0037600106863	spreads
0037600106863	plant-based-spreads
0037600106863	nut-butters
0037600106863	plant-based-foods-and-beverages
0037600106863	legumes-and-their-products
0037600106863	peanut-butters
0037600106863	nuts-and-their-products
0037600106863	oilseed-purees
0037600106863	legume-butters
0037600106863	plant-based-foods
0037600110754	spreads
0037600110754	plant-based-spreads
0037600110754	nut-butters
0037600110754	plant-based-foods-and-beverages
0037600110754	legumes-and-their-products
0037600110754	peanut-butters
0037600110754	nuts-and-their-products
0037600110754	oilseed-purees
0037600110754	legume-butters
0037600110754	plant-based-foods
0037600110877	nuts
0037600110877	plant-based-foods-and-beverages
0037600110877	peanuts
0037600110877	legumes-and-their-products
0037600110877	legumes
0037600110877	nuts-and-their-products
0037600110877	plant-based-foods
0037600115445	meals
0037600115445	meat-based-products
0037600115445	meals-with-meat
0037600132824	meats
0037600132824	prepared-meats
0037600132824	hams
0037600132824	white-smoked-hams
0037600132824	white-hams
0037600209571	canned-meats
0037600209571	canned-foods
0037600223188	plant-based-foods-and-beverages
0037600223188	legumes-and-their-products
0037600223188	seeds
0037600223188	legumes
0037600223188	legume-seeds
0037600223188	common-beans
0037600223188	pulses
0037600223188	plant-based-foods
0037600223324	spreads
0037600223324	plant-based-spreads
0037600223324	nut-butters
0037600223324	plant-based-foods-and-beverages
0037600223324	legumes-and-their-products
0037600223324	sweet-spreads
0037600223324	peanut-butters
0037600223324	breakfasts
0037600223324	nuts-and-their-products
0037600223324	oilseed-purees
0037600223324	legume-butters
0037600223324	plant-based-foods
0037600223348	spreads
0037600223348	plant-based-spreads
0037600223348	nut-butters
0037600223348	plant-based-foods-and-beverages
0037600223348	legumes-and-their-products
0037600223348	peanut-butters
0037600223348	nuts-and-their-products
0037600223348	oilseed-purees
0037600223348	legume-butters
0037600223348	plant-based-foods
0037600230933	nuts
0037600230933	spreads
0037600230933	plant-based-foods-and-beverages
0037600230933	peanuts
0037600230933	legumes-and-their-products
0037600230933	legumes
0037600230933	nuts-and-their-products
0037600230933	plant-based-foods
0037600415743	canned-meats
0037600415743	canned-foods
0037600453653	meats
0037617390248	beverages
0037617390248	apple-juices
0037617390248	plant-based-beverages
0037617390248	fruit-juices-and-nectars
0037617390248	plant-based-foods-and-beverages
0037617390248	juices-and-nectars
0037617390248	non-alcoholic-beverages
0037617390248	fruit-juices
0037617390248	fruit-based-beverages
0037617390248	plant-based-foods
00377201	microwave-meals
00377201	meals
00377201	refrigerated-foods
00377201	refrigerated-meals
00377300	beverages
00377300	non-alcoholic-beverages
00377324	beverages
00377324	non-sugared-beverages
00377324	non-alcoholic-beverages
00377331	beverages
00377331	non-alcoholic-beverages
00377348	beverages
00377348	non-alcoholic-beverages
00378611	meals
00378611	salmons
00378611	meals-with-fish
00378611	microwave-meals
00378611	fishes
00378611	seafood
0037983003001	plant-based-foods-and-beverages
0037983003001	legumes-and-their-products
0037983003001	tofu
0037983003001	meat-analogues
0037983003001	plant-based-foods
00379953	biscuits
00379953	biscuits-and-cakes
00379953	sugary-snacks
00379953	dry-biscuits
0038000001277	plant-based-foods-and-beverages
0038000001277	flakes
0038000001277	cereals-and-potatoes
0038000001277	corn-flakes
0038000001277	cereal-flakes
0038000001277	cereals-and-their-products
0038000001277	breakfast-cereals
0038000001277	breakfasts
0038000001277	plant-based-foods
0038000016110	plant-based-foods-and-beverages
0038000016110	cereals-and-potatoes
0038000016110	cereals-and-their-products
0038000016110	breakfast-cereals
0038000016110	breakfasts
0038000016110	plant-based-foods
0038000016219	plant-based-foods-and-beverages
0038000016219	cereals-and-potatoes
0038000016219	cereals-and-their-products
0038000016219	breakfast-cereals
0038000016219	breakfasts
0038000016219	plant-based-foods
0038000019210	toaster-pastries
0038000019210	biscuits
0038000019210	biscuits-and-cakes
0038000019210	sugary-snacks
0038000045301	plant-based-foods-and-beverages
0038000045301	cereals-and-potatoes
0038000045301	cereals-and-their-products
0038000045301	breakfast-cereals
0038000045301	breakfasts
0038000045301	plant-based-foods
0038000094569	plant-based-foods-and-beverages
0038000094569	cereals-and-potatoes
0038000094569	cereals-and-their-products
0038000094569	breakfast-cereals
0038000094569	breakfasts
0038000094569	plant-based-foods
0038000122903	appetizers
0038000122903	salty-snacks
0038000122903	chips-and-fries
0038000122903	crisps
0038000127786	appetizers
0038000127786	salty-snacks
0038000127786	chips-and-fries
0038000127786	crisps
0038000136498	appetizers
0038000136498	salty-snacks
0038000136498	chips-and-fries
0038000136498	crisps
0038000138416	appetizers
0038000138416	salty-snacks
0038000138416	chips-and-fries
0038000138416	crisps
0038000138430	chips-and-fries
0038000138546	appetizers
0038000138546	salty-snacks
0038000138546	chips-and-fries
0038000138546	crisps
0038000138577	appetizers
0038000138577	salty-snacks
0038000138577	chips-and-fries
0038000138577	crisps
0038000138607	appetizers
0038000138607	salty-snacks
0038000138607	chips-and-fries
0038000138607	crisps
0038000138638	appetizers
0038000138638	salty-snacks
0038000138638	chips-and-fries
0038000138638	crisps
0038000138720	appetizers
0038000138720	salty-snacks
0038000138720	chips-and-fries
0038000138720	crisps
0038000138768	appetizers
0038000138768	salty-snacks
0038000138768	chips-and-fries
0038000138768	crisps
