code	name	image	n_additives	nutriscore	nova	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	omega-9-fat_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
2263811075416	Liégeois au café		0																																																																										
2263811673810	brioche tressée perles de sucre		3	d	4	1385		9.9	4.6								54	23				6.5				0.83	0.326771653543307																																										16	16							
2263812761912	Pain de mie 7 céréales		0		1																																																																								
2263835444625	Sirop menthe sans sucres		6	c	4	46		0	0								1.3	0.8			0	0				0	0																																										3	0							
2263854479011	Palmiers		0	e		2272		30	17								61	20				6.2				1	0.393700787401575																																										24	24							
2263859030712	Cancoillotte nature		0	c		540		9	6								0	0				12				1.6	0.62992125984252																																										7	12							
2264261031625	Tome fraîche	https://static.openfoodfacts.org/images/products/226/426/103/1625/front.13.400.jpg	0		3	1376		25	18								1.5	0.5				25																																																							
2264716022963	Dès de bacon fumes sales au sel sec		1	d	3	531		2.9	1.1								1	0.7			0	25				2.4	0.94488188976378																																										12	12							
2264716023946	Dés de bacon fumés		0	d		531		2.9	1.1								1	0.7				25				2.4	0.94488188976378																																										12	12							
2264716024349	Dés de bacon fumés et salés au sel sec		0	d		531		2.9	1.1								1	0.7				25				2.4	0.94488188976378																																										12	12							
2264716024608	Des de bacon fumes		0	d		531		2.9	1.1								1	0.7				25				2.4	0.94488188976378																																										12	12							
2264716029191	Dés de bacon fumés salés au sel sec		0	d		531		2.9	1.1								1	0.7				25				2.4	0.94488188976378																																										12	12							
2264716029986	Dés de bacon fumés salés au sel sec		0	d		531		2.9	1.1								1	0.7				25				2.4	0.94488188976378																																										12	12							
2264752034500	Jambon à l'ancienne		0	d		674		7.9	2.9								0.5	0.5				22				1.9	0.748031496062992																																										12	12							
2264752035828	Jambon à l'ancienne salé à la veine		3	d	4	674		7.9	2.9								0.5	0.5				22				1.9	0.748031496062992																																										12	12							
2264757034505	Jambon à l'ancienne		3	d	4	674		7.9	2.9								0.5	0.5			0.5	22				1.9	0.748031496062992																																										12	12							
2265781111385	Rôti de Lama au vin de Bordeaux	https://static.openfoodfacts.org/images/products/226/578/111/1385/front.3.400.jpg	2		4																																																																								
2265782055435	2 pavés de Lama au sésame et au miel	https://static.openfoodfacts.org/images/products/226/578/205/5435/front.14.400.jpg	2		4																																																																								
2265993007025	3 Hähnchenbrustfilet &quot;Bombay&quot;	https://static.openfoodfacts.org/images/products/226/599/300/7025/front.3.400.jpg	0		4																																																																								
2266134051655	Ravioles du Dauphiné		0	d		1188		12	8.1								29.9	1.5				12.9				1.5	0.590551181102362																																										17	17							
2267555445030	amande à tartiner au sucre de canne		0	d	3	1845		24.5	2.1								44.3	39.4			3.1	9.4				0.08	0.031496062992126																																										12	12							
2268213038441	Andouille du chef	https://static.openfoodfacts.org/images/products/226/821/303/8441/front.5.400.jpg	3	d	4	1011		16.9	7.39								0.6	0.6				22.1				1.82	0.716535433070866																																										17	17							
2268240056227	Lapin entier du Ch'ti (& foie)	https://static.openfoodfacts.org/images/products/226/824/005/6227/front.6.400.jpg	0		1																																																																								
2268518024200	Crémeux de Canard	https://static.openfoodfacts.org/images/products/226/851/802/4200/front.8.400.jpg	5		4																																																																								
2268585001722	Hackfleich gemischt vom Schwein und Rind	https://static.openfoodfacts.org/images/products/226/858/500/1722/front.7.400.jpg	0		1																																																																								
2269070003603	Montasio D.O.P.		0		3																																																																								
2269430006695	Foie Bœuf 1 tranche		0		1																																																																								
2269431013128	Foie bœuf 2 tranches		0		1																																																																								
2270102339393	Couscous royal		0	d		2460		5.4	2.3								13	1.7				9.4				0.84	0.330708661417323																																										12	12							
2270184212980	Carottes râpées		0	c		406		7.3	0.5								5.7	5				0.8				0.75	0.295275590551181																																										5	5							
2270196483644	Sirop grenadine		0																																																																										
2270627067566	Moussaka		2	d	4	837		16.5	8.8								4.4	4.3				8.2				0.9	0.354330708661417																																										13	13							
2270769005174	Baies de Goji		0	c		1481		3.5	0.6								58.7	46.3				13.1				1.2	0.47244094488189																																										9	9							
2271310000006	Riz de camargue long étuvé		0	c	1	1477		1.3	0.3								77.5	0.5			1.7	0.9				0.0065	0.00255905511811024																																										3	3							
2271313000003	Riz de camargue long complet étuvé		0	b	1	1506		2.6	0.5								74.5	0.5				7.8				0.0021	0.000826771653543307																																										0	0							
2271457025061	Chapon Fermier Label Rouge		0	b	1	778		11.1	3.4								0.5	0.5				21.5				0.1	0.0393700787401575																																										0	0							
2272010152842	Foie gras de canard du Sud-Est cru extra	https://static.openfoodfacts.org/images/products/227/201/015/2842/front.11.400.jpg	0		1																																																																								
2272366024077	Saucisson cuit à l'ail		0	d		958		17	5.9								1.8	1.1				17				2.5	0.984251968503937																																										17	17							
2272366024145	Saucisson cuit a l'ail		0																																																																										
2272366024473	Saucisson cuit à l'ail		0																																																																										
2272366025258	Saucisson cuit à l'ail fumage naturel		0	d		958		17	5.9								1.8	1.1				17				2.5	0.984251968503937																																										17	17							
2272922048677	Saumon Fumé Bio		0	d	3	837		11.4	2.13								5.4	2				1				2.42	0.952755905511811																																										14	14							
2273169011479	Farine de ble bise type 80		0	a		1439		1.1	0.2								69.7	1.8				12.5				0.007	0.00275590551181102																																										-1	-1							
2273169017464	Lentilles corail		0	a		1397		2.2	0.4								48.4	1.9				25				0.01	0.00393700787401575																																										-1	-1							
2273327011877	Bacon fumé		0	d		531		2.9	1.1								1	0.7				25				2.4	0.94488188976378																																										12	12							
2273336021843	Boulettes oignons persil		0	d	4	904		16	6.1								2.1	2.03				16				1.7	0.669291338582677																																										15	15							
2273690000003	Ribs porc marinade barbecue,		3	c	4	974		17	6.5			0.6					3.3	2.5			0	17				0.38	0.149606299212598																																										4	4							
2273692010239	Jambon Supérieur avec couenne 2 tranches	https://static.openfoodfacts.org/images/products/227/369/201/0239/front.3.400.jpg	0	d	4	632		7	3								1	0.8			0	21				2.2	0.866141732283465																																										12	12							
2273692011489	Jambon supérieur avec couenne 	https://static.openfoodfacts.org/images/products/227/369/201/1489/front.6.400.jpg	0	d	4	632		7	3								1	0.8			0	21				2.24	0.881889763779528																																										12	12							
2273693019880	Jambon supérieur avec couenne 4 tranches		2	d	4	633		7	3								1	0.8				21				2.2	0.866141732283465																																										12	12							
2273693022248	jambon supérieur avec couenne		0	c	4	632		7	3								1	0.8			21	21				2.2	0.866141732283465																																										7	7							
2273693022637	Jambon Supérieur avec Couenne	https://static.openfoodfacts.org/images/products/227/369/302/2637/front.4.400.jpg	2	d	4	632		7	3								1	0.8				21				2.2	0.866141732283465																																										12	12							
2273694011944	Jambon superieur sans couenne 2 tranches		2	d	4	464		3	1.2								1	0.5			0	20				2.1	0.826771653543307																																										11	11							
2273694012200	JAMBON SUPÉRIEUR SANS COUENNE 2 TRANCHES		0	d		464		3	1.2								1	0.5			0	20				2.1	0.826771653543307																																										11	11							
2274398040346	Quiche Lorraine		0	d		1205		18.9	11.15								19.6	2.6				9.8				0.7	0.275590551181102																																										16	16							
2274506015280	Buche de chèvre		0	d		1293		25	18								1	0.5				20				1.8	0.708661417322835																																										15	20							
2274526010630	Roulé Ail et Fines herbes (28% MG)	https://static.openfoodfacts.org/images/products/227/452/601/0630/front.4.400.jpg	3		4			28																																																																					
2274615114539	Tourte des Alpes, Spécialité Matheysine		0	d	3	1075		14.8	7								19.3	0.8				11.8				1.2	0.47244094488189																																										14	14							
2274702013516	Paté de Campagne		0	e		1339		27.1	10.7								3.8	1.4				15.3				2.9	1.14173228346457																																										23	23							
2274703011092	Mousse de foie		0	e		1540		34.9	14.3								3	2.8				10.5				1.54	0.606299212598425																																										20	20							
2274703011153	Mousse de Foie Pur Porc		8	e	4	1540		34.9	14.3								3	2.8				10.5				1.54	0.606299212598425																																										20	20							
2274727017971	Boudin blanc nature x2		1	e	3	1125		24.2	8.67								4	3				8.7				2.26	0.889763779527559																																										20	20							
2274730018965	Saucisse  fumée		0	e		1176		22.6	8.4								2.2	0.9				17.2				2.8	1.10236220472441																																										21	21							
2274732015283	Saucisses Frankfort		0	e		1008		19.7	7.4								2.1	1.5				14				2.07	0.81496062992126																																										19	19							
2274732016204	Saucisses Frankfort		0	e		1008		19.7	7.4								2.1	1.5				14				2.07	0.81496062992126																																										19	19							
2274732016334	Saucisse Francfort		0	e		1008		19.7	7.4								2.1	1.5				14				2.07	0.81496062992126																																										19	19							
2274732016532	Saucisses Frankfort		0	e		1008		19.7	7.4								2.1	1.5				14				2.07	0.81496062992126																																										19	19							
2274732016921	Saucisses Frankfort		0	d		908		19.7	7.4								2.1	1.5				14				2.07	0.81496062992126																																										18	18							
2274733016999	Saucisses de Strasbourg		0	d		967		17	7								2	1				15				2	0.78740157480315																																										16	16							
2274756054121	Quiches lorraines		0	d		1230		19.6	12.1								2.7	0				8.5				0.718	0.282677165354331																																										16	16							
2274759062321	Croissant au jambon		6	d	4	986		14.5	9.5								17.3	3.4				8.7				1.04	0.409448818897638																																										15	15							
2274787033522	le lapin de nos campagnes		0		1																																																																								
2275027000090	Gros Oeufs élevées en plein air	https://static.openfoodfacts.org/images/products/227/502/700/0090/front.3.400.jpg	0																																																																										
2275817004185	Lomo bajo de ternera		0	b	1	674		8.3	4.1								0.5	0.1			0.1	20.9				0.2	0.078740157480315																																										1	1							
2276455023552	Aiguillettes de Poulet	https://static.openfoodfacts.org/images/products/227/645/502/3552/front.4.400.jpg	0		1	431		1									0.2					22																																																							
2276458028011	escalopes extra fines de dinde		0																																																																										
2276531799432	betteraves rouges cuites et épluchées		0	a		180		0	0								7.2	6.7			2.3	2.3				0.14	0.0551181102362205	0																																									-7	-7							
2276761037397	Saucisson sec pur porc		0	e		1791		33	13								2.7	1.8				29				4.7	1.8503937007874																																										25	25							
2278087029582	Comté 20/24 mois AOP (32% MG) -252 g - Carrefour	https://static.openfoodfacts.org/images/products/227/808/702/9582/front.7.400.jpg	0		3			32																																																																					
2278271054055	saucisson		0		4																																																																								
2278352040281	Steak Thon Albacore Frais		0	a	1	464		0.6	0.5								0	0				25				0.01	0.00393700787401575																																										-4	-4							
2278353038904	Filets de Cabillaud		0																																																																										
2278704024990	Merguez		0	e		1134		23.2	11.5								1.6	0.6				13.9				2.44	0.960629921259842																																										23	23							
2279103037529	Aiguillettes de canard	https://static.openfoodfacts.org/images/products/227/910/303/7529/front.4.400.jpg	0		1																																																																								
2279734069074	cuisses de canard confites		0		3																																																																								
2279834005538	Brioche Parisienne		0	d		1515		14	9								53	13				8				1.1	0.433070866141732																																										18	18							
2279840035291	Saucisse de Morteau		2	e	4	1138		21	8.9								0.5	0.5				20				2.4	0.94488188976378																																										21	21							
2279871048482	La brochette de volaille		0	a		531		5.9	1.8								0.5	0				18				0.29	0.114173228346457																																										-2	-2							
228020355741	FRENCH BUTTER SALTE		0	e	2	3030		80	55								0.5	0.5			0	0.7				2.03	0.8																																										27	27							
2280634652075	Maroilles		0	d		1331		26	18								0.5	0.5				21				2.3	0.905511811023622																																										18	23							
2280759016738	Taboulé à l'Orientale		0	c		690		7.6	0.6								20	2.6				3.4				1.3	0.511811023622047																																										5	5							
2280759017452	Taboulé à l'orientale		1	c	3	690		7.6	0.6								20	2.6			1.5	3.4				1.3	0.511811023622047																																										4	4							
2280759017780	Taboulé à l'orientale		0	c		690		7.6	0.6								20	2.6				3.4				1.3	0.511811023622047																																										5	5							
2280759017841	Taboule a l'orientale		0	c		690		7.6	0.6								20	2.6				3.4				1.3	0.511811023622047																																										5	5							
2281138019685	Comté		0	d	3	1749		35	23								0.5	0.5				27				0.859999999999999	0.338582677165354																																										13	18							
2281251049668	Saucisson à l'Ancienne Porc & Boeuf	https://static.openfoodfacts.org/images/products/228/125/104/9668/front.5.400.jpg	1		4																																																																								
2281406450776	Betteraves rouges		0	b		180		0.1	0								7.2	6.7				2.3				0.14	0.0551181102362205																																										0	0							
2281501034116	Saucisse de morteau		1	e	4	1151		22.5	9.6								0.2	0.2				18.5				2.59999999999999	1.02362204724409																																										22	22							
2281506025782	Saucisses de montbeliard		0	e		1435		29.6	13								0.9	0.9				19.1				2.51	0.988188976377953																																										24	24							
2281854022839	Emmental		0			1556		28	21								2	0.55				28																																																							
2281854023751	Emmental (28 % MG)	https://static.openfoodfacts.org/images/products/228/185/402/3751/front.6.400.jpg	0		3	1546		28									2					28																																																							
2282012932458	Soda mix concentré cola sans sucres	https://static.openfoodfacts.org/images/products/228/201/293/2458/front.3.400.jpg	7		4	0		0	0								0	0			0	0				0.01016	0.004																																																		
2282620026761	Comté		0	d		1749		35	22								0	0				27				0.82	0.322834645669291																																										13	18							
2282660019426	Saucisses oignons persil		0	d	3	904		16	6.1								2.1	2.03				16				1.7	0.669291338582677																																										15	15							
2282673030241	Jambon du Perche cuit		0	c		469		2.2	0.8								1	0.55				22				1.9	0.748031496062992																																										4	4							
2282677032678	Boudin blanc		0	d		1297		29	12								2.1	2.1				12				1.2	0.47244094488189																																										18	18							
2282709028600	Andouille de vire		0	e		967		18	11								0.5	0.5				17				3.1	1.22047244094488																																										22	22							
2282935037193	Andouille de Guéméné		0	e		1038		18	9.7								0.6	0				20				2.6	1.02362204724409																																										22	22							
2283202516014	Rillettes de saumon		0	c		1088		21.8	2.5								3.5	0.7				11.9				1.3	0.511811023622047																																										5	5							
2283701010303	Faux-filet de cheval		0		1	448		2.5																																										0.0048																											
2283783022560	Bavette de cheval		0		1			5																																																																					
2283785022117	Hampe de Cheval		0		1			5																																										0.003																											
2283938024739	Saucisse de Francfort		0																																																																										
2283993021582	Taboulé au poulet rôti		0	c		778		8	0.6								21	1.4				6.6				1.2	0.47244094488189																																										3	3							
2283993021711	Taboulé au poulet rôti		0	c		778		8	0.6								21	1.4				6.6				1.2	0.47244094488189																																										3	3							
2283993022374	Taboulé au poulet rôti		0	c		778		8	0.6								21	1.4				6.6				1.2	0.47244094488189																																										3	3							
2283993022893	Taboulé au poulet rôti		0	c		778		8	0.6								21	1.4				6.6				1.2	0.47244094488189																																										3	3							
2283993023296	Taboulé au poulet rôti		0	c		778		8	0.6								21	1.4				6.6				1.2	0.47244094488189																																										3	3							
2284250442973	Pains au lait		1	d	4	1565		13.4	1.6								53.7	11.7				8.9				0.970000000000001	0.381889763779528																																										11	11							
2284250445585	Pains au chocolat		0	e		1682		20.1	13.6								45.8	13.4				7.9				1.2	0.47244094488189																																										22	22							
2285475029857	Comté		0	d		1749		35	23								0	0			0	27				0.9	0.354330708661417																																										13	18							
2285475030631	Comté bio		0	d	3	1749		35	23								0	0			0	27				0.899999999999999	0.354330708661417																																										13	18							
2285475031294	Comté		0	d		1749		35	23								0	0				57				0.9	0.354330708661417																																										13	18							
2285475032215	Jura flore		0	d		1749		35	23								0	0				27				0.9	0.354330708661417																																										13	18							
2285475032345	Comté		0	d		1749		35	23								0	0				27				0.9	0.354330708661417																																										13	18							
2285475032604	Comté		0	d		1749		35	23								0	0				27				0.9	0.354330708661417																																										13	18							
2285475036473	Comte bio		0	d		1749		35	23								0	0				27				0.9	0.354330708661417																																										13	18							
2285475037135	Comté bio		0	d		1749		35	23								0	0				27				0.9	0.354330708661417																																										13	18							
2285476017327	Ananas citron vert		0	e		230		0	0								12.4	12.4			0.1	0.5				0	0																																										17	2							
2285476033396	Morbier Bio		1	d	4	1435		28.1	19.6								0.5	0				22				1.76	0.692913385826772																																										16	21							
2285476035956	Morbier		0																																																																										
2287106031352	Jambon de Bayonne		0																																																																										
2288043046904	Poulet fermier blanc de Bretagne		0																																																																										
2288089023020	Escalope de poulet		0	a		452		0.8	0.24								0.5	0.5				25				0.1	0.0393700787401575																																										-4	-4							
2288089031681	escalope de poulet		0	a	1	452		0.8	0.24								0.5	0.5				25				0.1	0.0393700787401575																																										-4	-4							
2288090017193	Escalope de Poulet		0	a		452		0.8	0.24								0.5	0.5				25				0.1	0.0393700787401575																																										-4	-4							
2288424008200	Taboulé à l'orientale		0	c		690		7.6	0.6								20	2.6				3.4				1.3	0.511811023622047																																										5	5							
2288424008330	Taboulé à l'orientale		2	c	4	690		7.6	0.6								20	2.6			1.5	3.4				1.3	0.511811023622047																																										4	4							
2288424008460	Taboulé Oriental		0	c		690		7.6	0.6								20	2.6				3.4				1.3	0.511811023622047																																										5	5							
2288424008538	Taboulé à l'orientale		0	c		690		7.6	0.6								20	2.6				3.4				1.3	0.511811023622047																																										5	5							
2288424008729	Taboulé à l'orientale		0	c		690		7.6	0.6								20	2.6				3.4				1.3	0.511811023622047																																										5	5							
2288424008996	Taboulé à l'orientale		0	c		690		7.6	0.6								20	2.6				3.4				1.3	0.511811023622047																																										5	5							
2288424009184	Taboule a l’orientale		2	c	4	690		7.6	0.6								20	2.6			1.5	3.4				1.3	0.511811023622047																																										4	4							
2288424009382	Taboulé à l'orientale		0	c		690		7.6	0.6								20	2.6				3.4				1.3	0.511811023622047																																										5	5							
2288474018105	Escalope de veau extra fine		4	a	4	453		3.4	1.4								0.8	0				18.3				0.15	0.0590551181102362																																										-3	-3							
2289064002962	Emmental français		0	d		1544		29	19								0.5	0.5				27				0.5	0.196850393700787																																										11	16							
2289066003059	Emmental		0	d		1544		29	19								0.5	0.5				27				0.5	0.196850393700787																																										11	16							
2289067002891	Emmental		0	d		1544		29	19								0.5	0.5				27				0.5	0.196850393700787																																										11	16							
2289068003002	Emmental		0	d	3	1544		29	19								0.5	0.5				27				0.5	0.196850393700787																																										11	16							
22890955	Galettes épeautre son d'avoine	https://static.openfoodfacts.org/images/products/22890955/front.5.400.jpg	0																																																																										
22907677	Zimt gemahlen	https://static.openfoodfacts.org/images/products/22907677/front.4.400.jpg	0		2																																																																								
2291116039826	Jambon blanc	https://static.openfoodfacts.org/images/products/229/111/603/9826/front.5.400.jpg	4		4																																																																								
2291126029268	Boudin blanc		0	d		791		16	6.1								1	0.2				10				3.6	1.41732283464567																																										18	18							
2291847058257	Jambon fumé cuit 10 tranches		0	c		619		5.5	1.9								0.4	0.4				24				1.76	0.692913385826772																																										4	4							
2291881049204	Comté		0	d		1749		35	22								0	0				27				0.82	0.322834645669291																																										13	18							
2291921007263	File de cuisse de poulet bio		0																																																																										
2292250020404	Abondance AOP au lait cru	https://static.openfoodfacts.org/images/products/229/225/002/0404/front.10.400.jpg	0		3																																																																								
2292250022569	Abondance au lait cru	https://static.openfoodfacts.org/images/products/229/225/002/2569/front.3.400.jpg	0	d		1646		33	21.6								0	0			0	25				1.3	0.511811023622047																																										14	19							
2292250022835	Abondance au lait cru		0			1646																																																																							
2292260010501	Boudin blanc		0	e		1205		24.4	9.9								6.3	3				10.8				2	0.78740157480315																																										20	20							
2292386031497	Merguez		4	d	4	895		15	5.7								3.2	0.4				16				1.8	0.708661417322835																																										14	14							
2292458013123	Betteraves rouges		3	a	4	192		1.1	0.2								6.7	5.8				1.2				0.84	0.330708661417323																																					81.6					-1	-1							
2292458013789	Betteraves Rouges		0	a		192		1.1	0.2								6.7	5.8				1.2				0.84	0.330708661417323																																										-1	-1							
2292590852528	Fondants de poulet farcis aux petits légumes	https://static.openfoodfacts.org/images/products/229/259/085/2528/front.3.400.jpg	0	d	4	851		14.5	5.2								1.7	1.1			0	16.5				1.016	0.4																																										11	11							
2293160026579	Viande des Grisons		0																																																																										
2293160031160	Viande des grisons		0	d		803		3.3	1								1.2	0.8				39				4.5	1.77165354330709																																										12	12							
2293160032211	Viande des grisons		0	d		803		3.3	1								1.2	0.8				39				4.5	1.77165354330709																																										12	12							
2293164015029	Filet de Bacon fumé		0	d		502		2.8	1								0.5	0.5				23				3.2	1.25984251968504																																										11	11							
2293164015289	Filet de bacon fumé		2	d	4	502		2.8	1								0.5	0.5				23				3.2	1.25984251968504																																										11	11							
2293164015418	Filet de bacon fumé		0	d		502		2.8	1								0.5	0.5				23				3.2	1.25984251968504																																										11	11							
2293164015616	Filet de Bacon fumé		0	d	4	502		2.8	1								0.5	0.5				23				3.2	1.25984251968504																																										11	11							
2293164015746	Filet de bacon fumé		0	d		502		2.8	1								0.5	0.5				23				3.2	1.25984251968504																																										11	11							
2293164016019	Filet de Bacon Fumé Super U		0	d		502		2.8	1								0.5	0.4				23				3.2	1.25984251968504																																										11	11							
2293164016071	Filet de bacon fume		0	d		2125		2.8	1								0.5	0.5				23				3.2	1.25984251968504																																										16	16							
2293230034503	Roquefort		0	e		1586		32	20								1.8	0				21				3.6	1.41732283464567																																										19	24							
2293230036217	Roquefort		0																																																																										
2293262021328	Taboulé à l'orientale		0	c		690		7.6	0.6								20	2.6				3.4				1.3	0.511811023622047																																										5	5							
2293443011094	Pavé au poivre		3	e	4	1498		28	12								3.9	3.1				22				1.97	0.775590551181102																																										22	22							
2293459018049	Jambon sec des Pyrenées Leader Price	https://static.openfoodfacts.org/images/products/229/345/901/8049/front.7.400.jpg	1		3																																																																								
2293546019966	Gouda (28% MG)	https://static.openfoodfacts.org/images/products/229/354/601/9966/front.6.400.jpg	4	d	4	1427		28	20								0	0				23				1.8	0.708661417322835																																										16	21							
2293723038377	Bavette d'aloyau x2		0		1																																																																								
22953872	Penne		0																																																																										
22954725	Nuss Nougat Creme	https://static.openfoodfacts.org/images/products/22954725/front.7.400.jpg	0	e	4	2339		35.9	7.8								51.5	49.2				6.3				0.12	0.047244094488189																																										23	23							
22955319	Der Würzige		0																																																																										
22957474	Schmand aus Sauerrahm	https://static.openfoodfacts.org/images/products/22957474/front.9.400.jpg	0	d	1	1000		24	16.8								3.7	3.7				2.9				0.08	0.031496062992126																																										12	12							
22957863	Speisequark 40% Fett i. Tr.	https://static.openfoodfacts.org/images/products/22957863/front.5.400.jpg	0	b	3	589		10.3	6.3								3.2	3.2				9				0.1	0.0393700787401575																																										2	2							
22959461	Deutsche Markenbutter mild gesäuert	https://static.openfoodfacts.org/images/products/22959461/front.10.400.jpg	0	e	2	3056		82	54								0.6	0.6				0.7				0.03	0.0118110236220472																																										19	19							
2296055042777	émincé de poulet thym et romarin		3	a	4	628		6.8	0.9								0.3	0.3				21.9				0.6	0.236220472440945																																										-2	-2							
2296143093346	petit haché de boeuf		0		3																																																																								
2296152038246	Petit Steak Haché		0	b	3	577		6.3	2.8								0	0				20				0.699999999999999	0.275590551181102																																										1	1							
22961938	Rahm-Spinat	https://static.openfoodfacts.org/images/products/22961938/front.4.400.jpg	0																																																																										
2296247008406	British beef roasting joint	https://static.openfoodfacts.org/images/products/229/624/700/8406/front_en.8.400.jpg	0	a	1	515		3.8	1.7								0	0			0	22				0.130048	0.0512																																										-3	-3							
22966988	Natives Olivenöl, Extra		0	d	2	3439		91.3	13.7								0	0			0	0				0	0																																										11	20							
2297084056544	Andouillettes mini grill		0	d		1151		24	9.6								1	1				14				1.4	0.551181102362205																																										18	18							
2297323041065	Blanquettes de Dinde		0		1																																																																								
2297324022049	1 Cuisse de dinde		0		1																																																																								
2297326188880	Choco Brownie		0																																																																										
2297329020200	Aiguillettes de Dinde		0		1																																																																								
22974860	Butterkäse	https://static.openfoodfacts.org/images/products/22974860/front.5.400.jpg	0	d	3	1391		26	17.9								0.1	0.1				24				1.8	0.708661417322835																																										16	21							
2297828029322	le lapin LOEUL&PIRIOT		0																																																																										
2298118053997	Filet de haddock		1	d	4	351		0.6	0								2	0				19				3.2	1.25984251968504																																										11	11							
2298497021785	Lomo du Pays Basque		4	d	4	506		3.3	14								8	0.8				22.2				1.1	0.433070866141732																																										15	15							
2299008029450	Jambon en dés		0	d		498		4	1								0.6	0.6				21				2.3	0.905511811023622																																										11	11							
2299156027421	2 escalopes de Veau à griller ***		0		1																																																																								
2299518030045	Saucisse Fumée		0	e		1138		21	8.1								0.5	0				20				2.8	1.10236220472441																																										21	21							
2299810028603	Filet de cheval sans chainette à griller		0		1																																																																								
2299921003759	Sveltesse ferme fondant saveur crème brûlée		0	b		301		0.8	0.5								11.8	9.9				3.4				0.18	0.0708661417322835																																										0	0							
2300005002244	Pain d'epice		0	d		1385		8.6	4								62.2	36.9				4.6				0.5	0.196850393700787																																										17	17							
2300022009486	Fromage de tête		0	c		699		12	4								0	0				16				0.93	0.366141732283465																																										4	4							
2300391030524	Porcelet pré-cuit, farci de légumes et de viande de Porc, semi-désossé, avec sa sauce au Porto		6	d	4	755		13	4.6								1.6	0.5			1.8	13.8				1.4	0.551181102362205																																										11	11							
23006027		https://static.openfoodfacts.org/images/products/23006027/front.3.400.jpg	0	a		198		1.6	1								4.8	4.8			0	3.5				0.13	0.0511811023622047																					0.12																					-1	-1							
23006263	Blackberries	https://static.openfoodfacts.org/images/products/23006263/front_en.6.400.jpg	0		1																																																																								
23007130	Milkshake		3	b	4	335		1.5	1								12	11				4.1				0.1	0.0393700787401575																																										0	0							
23008892	White Mushrooms	https://static.openfoodfacts.org/images/products/23008892/front_en.7.400.jpg	0		1																																																																								
23009066	Pineapple	https://static.openfoodfacts.org/images/products/23009066/front_en.11.400.jpg	0		1	1762		0.2									10.1					0.4												0.012																																											
23009356	Extra Trimmed Leeks	https://static.openfoodfacts.org/images/products/23009356/front_en.8.400.jpg	0	a	1	104		0.7	0.1								2.6	2				1.2				0	0																																										-5	-5							
23009738	Milch Schoko Duo	https://static.openfoodfacts.org/images/products/23009738/front.5.400.jpg	0	e	4	2381		35.8	9								58.9	58.2			0.9	2.8				0.1524	0.06																																										25	25							
2301004002853	Parmigiano Reggiano	https://static.openfoodfacts.org/images/products/230/100/400/2853/front.5.400.jpg	0	d	3	1633		28.4	18.7								0	0				33				1.6	0.62992125984252																																										15	20							
2301527000183	Confiture Planet Bio Framboises		0	d		4381		0	0								58	50			2	0				0	0	0																																									13	13							
23015340	Tomatoes	https://static.openfoodfacts.org/images/products/23015340/front_en.7.400.jpg	0		1																																																																								
23015654	Broccoli & Cauliflower Florets	https://static.openfoodfacts.org/images/products/23015654/front_en.3.400.jpg	0	a	1	112		0.9	0.2								1.6	1.4			2.8	3				0	0																																										-8	-8							
2301786005660	Мандарины Марокко 1 кг		0																																																																										
23017924	CHO-Quick	https://static.openfoodfacts.org/images/products/23017924/front.3.400.jpg	0	d	4	1582		3.1	1.4								79.9	78				4.5				0.13	0.0511811023622047																																										15	15							
23018778	Frikandel vlaai	https://static.openfoodfacts.org/images/products/23018778/front_en.3.400.jpg	19	d	4	1119		12	3.5								28	2.2			1.4	10				2.1	0.826771653543307																																										14	14							
23019140	chapelure	https://static.openfoodfacts.org/images/products/23019140/front.6.400.jpg	0	a	3	1464		1.4	0.2								70	4.9			4.7	12				0.8	0.31496062992126																																										-1	-1							
23020443	Pizza Speciale	https://static.openfoodfacts.org/images/products/23020443/front_en.3.400.jpg	0	c		962		8.3	3.5								29	4				9				1.1	0.433070866141732																																										4	4							
2302148210463	original norvegia		0		3	1458		27									0					27				1.2	0.47244094488189	0																																																	
