code	name	image	n_additives	nutriscore	nova	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	omega-9-fat_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0012000151668	Refreshers Black Cherry Limeade		0	d		105		0	0								5.35	5.35				0				0	0																																										8	1							
0012000151903	1893 Ginger Cola	https://static.openfoodfacts.org/images/products/001/200/015/1903/front_en.14.400.jpg	4		4	174		0									11.1	10.8				0				0.0388	0.0153																																																		
0012000215094	Lemon-lime flavored soda	https://static.openfoodfacts.org/images/products/001/200/021/5094/front_en.6.400.jpg	0	b																																																																	0	0							
0012000302404	Sierra Mist	https://static.openfoodfacts.org/images/products/001/200/030/2404/front_en.7.400.jpg	0			141		0									8.45	8.17				0				0.025	0.00986																																																		
0012000374012	Strawberry Lemonade	https://static.openfoodfacts.org/images/products/001/200/037/4012/front_en.7.400.jpg	0	b		105	0	0	0						0	0	7.5	5.56			0	0				0.00353	0.00139		0					0.00333			0.00139	0.000139					0.000694					0		0																			-2	-4							
0012000547409	Mountain Dew Pitch Black		9	e	4	201		0	0								12.6	12.6			0	0				0.01	0.00393700787401575																																										16	2							
0012000808593	Ting grapefruit soda		2	e	4	209		0.1	0.1								12.4	12.2				0.1				0.1	0.0393700787401575																																										16	2							
0012000813313	Frappuccino	https://static.openfoodfacts.org/images/products/001/200/081/3313/front_en.5.400.jpg	0																																																																										
0012009012168	Chef d'oeuf™avec fromage sur muffin anglais		12	d	4	1110		16.7	5.73						0.104	0.126	16.7	1.04			0.521	8.33				1.18	0.464		0.000156					0														0.0781		0.00281																			13	13							
00120425	Applewood smoked and outdoor bred British bacon rashers	https://static.openfoodfacts.org/images/products/00120425/front_en.3.400.jpg	0																																																																										
00120623	Sweet Potato, Parsnip and Beetroot Hand Cooked Vegetable Crisps		0	d	4	2184		35.3	3.8								42.2	23.6			9.9	4.8				1	0.393700787401575																																										13	13							
00120715	Microwave Mexican rice	https://static.openfoodfacts.org/images/products/00120715/front_en.3.400.jpg	0	c		2741		1.8	0.2								29.5	2.2				4				0.43	0.169291338582677																																										7	7							
00120920	Brown Rice	https://static.openfoodfacts.org/images/products/00120920/front_en.8.400.jpg	0	a	1	1493		3.2	0.7								71	0.7	70.3		3.7	8.1				0	0																																										-4	-4							
0012142100661	Mostaza de Dijon Great Value		2	d	4	470		7	6								7	0			1.2	5.4				5.98	2.36																																										15	15							
0012142117713	Tomato ketchup	https://static.openfoodfacts.org/images/products/001/214/211/7713/front_en.3.400.jpg	0																																																																										
00121552	Organic cherry tomatoes	https://static.openfoodfacts.org/images/products/00121552/front_en.4.400.jpg	0																																																																										
00121903	Extremely Chocolatey Caramels		2	e	4	2025		21.9	12.8								67.6	52.9				3.3				0.73	0.28740157480315																																										29	29							
00122061	Jamaican Jerk Spiced Chicken Soup	https://static.openfoodfacts.org/images/products/00122061/front_en.3.400.jpg	0	a	3	277		1.7	0.3								7.6	3.4			2.6	3.9				0.330000000000001	0.12992125984252																																										-3	-3							
00123051	Dark chocolate		1	e	4	2498		46.7	28.2								29.1	25.2				9.3				0.01	0.00393700787401575																																							75			22	22							
0012345678905	Bouchée Apéritive		4	a	4	448		4.2	0.9								10.2	5.7			2.41	7.1				1	0.393700787401575																																				50	40					-1	-1							
00124935	100% Juice, Sparkling Apple Cider		0		1	226		0									13.75	13.75				0				0.0254	0.01		0					0.025												0.075		0		0.00015																											
0012511202316	Organic Blue Agave	https://static.openfoodfacts.org/images/products/001/251/120/2316/front_en.5.400.jpg	0		1	1200	0	0									76.2	76.2				0				0	0																																																		
0012511278328	Organic Raw Blue Agave	https://static.openfoodfacts.org/images/products/001/251/127/8328/front_en.5.400.jpg	0		1	1200	0	0									76.2	76.2				0				0	0																																																		
0012511921064	Organic Coconut Palm Sugar	https://static.openfoodfacts.org/images/products/001/251/192/1064/front_en.6.400.jpg	0	b	2																																																																0	0							
0012546315098	Dentyne fire	https://static.openfoodfacts.org/images/products/001/254/631/5098/front_en.4.400.jpg	9	b	4	4		0	0								66	0		2	0	0				0	0																																										0	0							
0012546915199	Bubblegum	https://static.openfoodfacts.org/images/products/001/254/691/5199/front_en.7.400.jpg	3		4																																																																								
0012546917568	Strawberry	https://static.openfoodfacts.org/images/products/001/254/691/7568/front_en.7.400.jpg	6		4																																																																								
00125628	Christmas Pudding	https://static.openfoodfacts.org/images/products/00125628/front_en.10.400.jpg	2	d	4	1324		4.9	2.9	1.3	0.4						62.9	45.4	17.5		4.4	2.3				0.199898	0.0787																																										11	11							
00125642	Christmas Pudding	https://static.openfoodfacts.org/images/products/00125642/front_en.12.400.jpg	2	d	4	1324		4.9	2.9	1.3	0.4						62.9	45.4	17.5		4.4	2.3				0.199898	0.0787																																										11	11							
001256420004503	Orange & Cranberry Pudding	https://static.openfoodfacts.org/images/products/001/256/420/004503/front_en.9.400.jpg	6	d	4	1371		8.6	3	3.7	1.4						57.1	44.1			3.3	3.2				0.26924	0.106																																										13	13							
00126410	Orzo by Sainsbury's	https://static.openfoodfacts.org/images/products/00126410/front_en.3.400.jpg	0	a	3	1515		1.7	0.5								73.1	3.5			2.5	12.3				0	0																																										-3	-3							
0012656707547	Beurre de Cacahuètes		0	b		795		15	3								8	3				7				0.1	0.0393700787401575																																										0	0							
00126953	pipe rigate	https://static.openfoodfacts.org/images/products/00126953/front_en.3.400.jpg	0	a	3	679		0.6	0.1								33.6	0.6	33		1.4	4.4				0.1	0.0393700787401575																																										-1	-1							
00127135	Gluten Free Bagel Chips		5	d	4	1536		15	0						0	0	60	20			0	3.33				1.016	0.4		0					0														0		0.0012																			12	12							
0012822009062	Pure Sesame Oil	https://static.openfoodfacts.org/images/products/001/282/200/9062/front_en.3.400.jpg	0	e	1	3766		100	15	42.86	42.86				0		0	0				0				0	0																																										20	20							
0012822009079	Kadoya Sesame Oil Pure		0	d	2	3766		100	15	42.86	42.86				0		0	0				0.01				0	0																																										11	20							
0012964000064	Couscous Alpina Savoie		0	a	1	1519		2	0.4								73	2.5			4	12				0	0																																										-5	-5							
00129855	Kirsch	https://static.openfoodfacts.org/images/products/00129855/front_en.5.400.jpg	0		1																							43																																																	
0013000001243	SALSA KETCHUP		0	d	3	480		1.33	0								24	21.7			0	1.33				2.84	1.12																																										15	15							
0013000008990	Organic certified Tomato Ketchup	https://static.openfoodfacts.org/images/products/001/300/000/8990/front_en.3.400.jpg	0																																																																										
0013000451604	vegetarian bean	https://static.openfoodfacts.org/images/products/001/300/045/1604/front_en.4.400.jpg	0																																																																										
0013000626057	Heinz organic tomato ketchup	https://static.openfoodfacts.org/images/products/001/300/062/6057/front_en.3.400.jpg	0		4																																																																								
0013000626095	Simply Heinz Ketchup	https://static.openfoodfacts.org/images/products/001/300/062/6095/front_en.3.400.jpg	0		4																																																																								
00130257	Mexican orange blossom honey	https://static.openfoodfacts.org/images/products/00130257/front_en.8.400.jpg	0		2	1398		0.5	0.2								81.5	80.8			0.5	0.5				0.029972	0.0118																																																		
0013087245950	 Gâteau double chocolat 		9	d	4	1510		18	4.5						0.2	0.05	45	27			2	5				0.889	0.35		3e-05					0														0.06		0.0054																			14	14							
00130912	Crispy Cheese Crackers	https://static.openfoodfacts.org/images/products/00130912/front.5.400.jpg	3	e	4	2084			16.8									6.4			2.4	11				1.9	0.748031496062992																																										23	23							
00131391	Red Pesto		1	c	3	1320		29.7	6.6								6.1	4.1			4.1	5				1.3	0.511811023622047																																										10	10							
0013189953166	Hoptimista		0		3																							6.6																																																	
00132282	Scottish Lochmuir™ oak smoked salmon	https://static.openfoodfacts.org/images/products/00132282/front_en.13.400.jpg	0	d	3	789		9.5	2.6			3					0.6	0.1			0.7	24.8				3.25	1.27952755905512																																										14	14							
00132862	Framboises		0	a	1	134		0.3	0.1								4.6	4.6			2.5	1.4				0.1	0.0393700787401575																																										-6	-6							
0013409000335	Barbecue Sauce	https://static.openfoodfacts.org/images/products/001/340/900/0335/front_en.5.400.jpg	1	e	4	792		0	0						0	0	48.6	43.2			0	0				1.99	0.784		0					0.00973														0		0.000973																			19	19							
0013409341155	Honey Barbecue Sauce	https://static.openfoodfacts.org/images/products/001/340/934/1155/front_en.8.400.jpg	3	d	4	1004		0	0								57	51				1				0	0							0.0097																0.00097																			12	12							
0013409516003	Honey Terriyaki Marinade & Sauce	https://static.openfoodfacts.org/images/products/001/340/951/6003/front_en.6.400.jpg	0																																																																										
0013409516645	Sweet 'n Spicy Barbecue Sås		2	e	4	792		0.1	0.02								45	41				0.9				2	0.78740157480315																																										19	19							
0013409516874	Honey Barbecue	https://static.openfoodfacts.org/images/products/001/340/951/6874/front_en.3.400.jpg	0	e		1110		0	0						0	0	66.7	60			0	0				2.37	0.933		0					0.008														0		0																			23	23							
0013454375648	Tzatziki		3	d	3	653		12.5	4.69						0	0.031	9.38	6.25			0	3.12				1.27	0.5		9.36e-05					0.0038														0.125		0																			11	11							
0013562000456	Macaroni & Cheese	https://static.openfoodfacts.org/images/products/001/356/200/0456/front_en.5.400.jpg	0	d	4	1531		6.34	3.52						0	0.014	64.79	7.04			2.8	14.08				1.82372	0.718		4.23e-05					0	0.211													0.141		0.00101																			13	13							
0013562300112	Macaroni & Cheese	https://static.openfoodfacts.org/images/products/001/356/230/0112/front_en.8.400.jpg	0	c	4	1590	206	5.64	2.82						0	0.0141	66.3	7.05			2.82	15.5				1.54	0.607		4.23e-05					0	0.000212				5.64e-05									0.141		0.00102																			10	10							
0013562302321	cheddar bunnies	https://static.openfoodfacts.org/images/products/001/356/230/2321/front_en.4.400.jpg	0																																																																										
0013562303854	Organic cheddar bunnies	https://static.openfoodfacts.org/images/products/001/356/230/3854/front_en.5.400.jpg	0		3																																																																								
0013600000691	Truvia	https://static.openfoodfacts.org/images/products/001/360/000/0691/front_en.4.400.jpg	1	b	4	0		0	0								133	0			0	0				0	0																																										0	0							
0013602004369	Jarabe sabor fresa		3	d	4	1060		0	0								62.5	57.5			0	0				0.0146	0.00575																																										13	13							
0013602004383	Jarabe sabor vainilla		0	d		1060		0	0								62.5	57.5			0	0				0.0146	0.00575																																										13	13							
0013764027138	organic Bread	https://static.openfoodfacts.org/images/products/001/376/402/7138/front_en.12.400.jpg	0	a	3	920	21	4	0						0	0	45	12			3	12				0.5	0.196850393700787		0			0	0	0	0.000105	3.4e-05	0.0008	6e-05	8e-06				0.0001			0.06		0.01	0.06	0.00072	0.02	0.00045	8e-05	0.0005		9.1e-06													-2	-2							
00138178	Parmesan & Spring Onion Bakes		0	e		2364		38.4	25.4								43	2.9			3.3	10.1				1.7	0.669291338582677																																										21	21							
00138550	Sundried Tomato & Kalamata Olive Tapenade Bakes		0	e		2209			13.2									3.5			4	9.9				1.93	0.759842519685039																																										20	20							
00138932	Rye & Wheat Crackers		0	c	4	1753		10.8	1.9								66.9	2.3			8.9	9.1				1.38	0.543307086614173																																										7	7							
0013935620236	Boisson au soja	https://static.openfoodfacts.org/images/products/001/393/562/0236/front.9.400.jpg	0		3	235.2		0.8								0	10.2	8.2				2				0.08636	0.034																																																		
0013964497144	Paleonola, Granola, Original	https://static.openfoodfacts.org/images/products/001/396/449/7144/front_en.15.400.jpg	0	d	3	2389		53.57	12.5						0	0	25	14.29			7.1	14.29				0.09144	0.036		0					0														0.071		0.00386																			15	15							
0013964967401	Noix de coco rapee		0	c	1	2876		68	64								10	7.3			11	6.8				0.1	0.0393700787401575																																										5	5							
0013964967425	Pure Flow Beurre De Coco Bio		1	e	2	2908		68	65								8	3.5				10.6				0.3	0.118110236220472																																										19	19							
0014051000001	Miel		0																																																																										
0014054030517	Bluberry Protein Shake	https://static.openfoodfacts.org/images/products/001/405/403/0517/front_en.11.400.jpg	2	b	4	344		1.56	0.222						0	0.00111	10.4	9.78			0	5.56				0.113	0.0444		0					0				0.0008			2.4e-06					0.147		0.178		0.0008		0.00167	0.000133																0	0							
0014054030715	mango protein flavored soy protein shake	https://static.openfoodfacts.org/images/products/001/405/403/0715/front_en.10.400.jpg	2		4	303		0.219									11.8	11.8			0.877	5.48				0.217	0.0855		0.000428									0.000789			2.37e-06					0.0987		0.154		0.000789		0.00148	8.77e-05																								
0014054031255	Smoothie		0	e		222		0	0								12.8	11.3				0.22				0.22	0.0866141732283465																																										16	2							
00140591	9 Mini All Butter Mince Pies	https://static.openfoodfacts.org/images/products/00140591/front_en.7.400.jpg	6	d	4	1671		15.9	10.5								57.4	27.3			3.2	4.8				0.42926	0.169																																										18	18							
0014100042303	COOKIES AU CHOCOLAT NOIR		1	b	4																																																																0	0							
0014100042587	Milano Lemon Flavored Chocolate	https://static.openfoodfacts.org/images/products/001/410/004/2587/front_en.6.400.jpg	0	e		2090		26.9	15.4								61.5	34.6			3.85	3.85				0.391	0.154																																										20	20							
0014100042631	Milano dulce de leche	https://static.openfoodfacts.org/images/products/001/410/004/2631/front_en.12.400.jpg	2	e	4	2130	984	27.4	15.7						0	0.0196	62.7	35.3			0	3.92				0.448	0.176		0					0														0.0784		0.00141																			24	24							
0014100070337	Farmhouse Oatmeal	https://static.openfoodfacts.org/images/products/001/410/007/0337/front_en.5.400.jpg	5	a	4	279		4.65	0	0	2.33				0	0	51.2	6.98			2.33	9.3				1.18	0.465		0					0	0.000279	0.000237	0.00372		7.44e-05									0.093		0.00251																			-1	-1							
0014100071143	Pain		0	d		544		2.5	0.5								23	3				4				20	7.8740157480315																																										11	11							
0014100074038	Milano Distinctive Cookies		1	e	4	2260		30.6	14.1							0.0235	61.1	30.6			2.35	7.05				0.627	0.247																							0.00169																			22	22							
0014100074120	MILANO DARK CHOCOLATE	https://static.openfoodfacts.org/images/products/001/410/007/4120/front_en.11.400.jpg	1	e	3	2130	0	26.5	11.8						0	0.015	61.8	32.4			2.94	5.88				448	176	0	0					0														0		0.00318																			30	30							
0014100074359	Milano Orange Flavored Chocolate	https://static.openfoodfacts.org/images/products/001/410/007/4359/front_en.10.400.jpg	1	e	4	2180	1170	28	20						0	0.02	64	32			4	4				0.66	0.26		0					0														0		0.00288																			21	21							
0014100074649	STRAWBERRY COOKIES		0	d	3	1920		16.7	6.67								70	30			3.33	6.67				0.847	0.333	0																																									17	17							
0014100074670	Farmhouse Sourdough	https://static.openfoodfacts.org/images/products/001/410/007/4670/front_en.5.400.jpg	6	b	4	1170		3.49	0	0	1.16				0	0	51.2	4.65			2.33	9.3				1.3	0.512		0					0	18.6	0.000316	0.00372		5.58e-05									0.0465		0.00251																			2	2							
0014100074724	Milano Double Chocolate	https://static.openfoodfacts.org/images/products/001/410/007/4724/front_en.14.400.jpg	2	e	4	2170			13						0		63	33.3			3.7	3.7				0.423	0.167																							0.00533																			21	21							
0014100074816	MILANO RAPSBERRY FLAVORED CHOCOLATE	https://static.openfoodfacts.org/images/products/001/410/007/4816/front_en.8.400.jpg	0	e	3	2190	0	28	18						0	0.02	64	32			0	4				0.406	0.16	0	0					0														0		0.00432																			24	24							
0014100074830	Cinnamon raisin baggel	https://static.openfoodfacts.org/images/products/001/410/007/4830/front_en.3.400.jpg	0	b		1130		1	0								57	14				9				0.29	0.114173228346457																																										2	2							
0014100075226	Tahoe White Chocolate Macadamia	https://static.openfoodfacts.org/images/products/001/410/007/5226/front_en.18.400.jpg	1	e	4	2090	804	23.1	13.5						0	0.0192	65.4	38.5			0	3.85				0.586	0.231		0					0														0		0																			26	26							
0014100077084	Chesapeake Dark Chocolate Pecan	https://static.openfoodfacts.org/images/products/001/410/007/7084/front_en.7.400.jpg	0	e		2343		32	12								63	32				8				0.32	0.125984251968504																																										24	24							
0014100077121	Sausalito Milk Chocolate Macadamia	https://static.openfoodfacts.org/images/products/001/410/007/7121/front_en.8.400.jpg	1	e	4	2090	804	23.1	13.5						0	0.0192	65.4	38.5			0	3.85				0.586	0.231		0					0														0		0																			26	26							
0014100077152	Bagels Everything		0	b		1088		1.5	0.5								9	9				9				0.34	0.133858267716535																																										0	0							
0014100078609	Double chocolate Nantuket Dark Chocolate	https://static.openfoodfacts.org/images/products/001/410/007/8609/front_en.12.400.jpg	0	e		2090	896	25	10.7						0	0.0357	67.9	28.6			0	3.57				0.952	0.375		0					0														0		0.00386																			26	26							
0014100079477	MILANO MINT CHOCOLATE	https://static.openfoodfacts.org/images/products/001/410/007/9477/front_en.8.400.jpg	1	e	4	2120	0	28	16						0	0.02	60	36			4	4				356	140	0	0					0														0		0.00432	0.096																		29	29							
0014100079521	CHESSMEN COOKIES	https://static.openfoodfacts.org/images/products/001/410/007/9521/front_en.10.400.jpg	2	d	4	1950		19.2	11.5						0	0.0769	65.4	19.2			3.85	7.69				0.782	0.308	0	0					0														0		0.00415																			18	18							
0014100084068	goldfish baked crackers  flavour blasted 	https://static.openfoodfacts.org/images/products/001/410/008/4068/front_en.6.400.jpg	0	d		1880		17.5	2.5						0	0.025	65	5			5	10				2.29	0.9		0					0														0.1		0.0054																			12	12							
0014100085393	Goldfish Colors	https://static.openfoodfacts.org/images/products/001/410/008/5393/front_en.7.400.jpg	4	d	4	1950	627	16.7	3.33	10	3.33				0	0.0167	66.7	3.33			3.33	10				2.03	0.8		0.0001					0	0.0005	0.000567	0.00533		0.000133									0.0667		0.0036																			13	13							
0014100085478	Goldfish Baked Snack Crackers Cheddar	https://static.openfoodfacts.org/images/products/001/410/008/5478/front_en.6.400.jpg	2	e	4	1799		35	10							0.01	50	1			3	10				8	3.1496062992126																																										21	21							
0014100085485	Goldfish Flavor Blasted Xtra Cheddar	https://static.openfoodfacts.org/images/products/001/410/008/5485/front_en.12.400.jpg	5	c	4	1950	188	16.7	3.33	2.5	1.5				0	0.005	63.3	4			3.33	4				0	0	0	0					0	0.00015	0.00017	0.0016		4e-05									0.04		0.00108																			3	3							
0014100085508	Goldfish Original Baked Snack Crackers	https://static.openfoodfacts.org/images/products/001/410/008/5508/front_en.12.400.jpg	1	b	4	2092	230	20	1.67	3	1.5				0	0	66.7	3.33			1	10				0	0		0					0														0.02		0.00072																			1	1							
0014100085539	Flavor blasted xplosive pizza		3	d	4	1860		16.7	3.33								63.3	0			3.33	10				2.37	0.933																					0.0667		0.0036																			15	15							
0014100093626	Grahams		5	d	4	1920		15	0								73.3	33.3			3.33	6.67				1.06	0.417																							0.0036																			13	13							
0014100096054	GRAHAMS FUDGE BROWNIE		3	d	4	1860		16.7	5	6.67	5						66.7	33.3			6.67	6.67				0.889	0.35	0																						0.006																			14	14							
0014100096979	Chocolate Chunk Crispy Cookies - Dark Chocolate Pecan	https://static.openfoodfacts.org/images/products/001/410/009/6979/front.19.400.jpg	4	e	4	2269		32.4	12.8								57.8	34			5.4	5.1				0.8001	0.315																																					10					21	21							
0014100096986	Chocolate Chunk Dark Double Chocolate Crispy Cookies	https://static.openfoodfacts.org/images/products/001/410/009/6986/front.8.400.jpg	5	e	4	2075		26	15								58	37			5.8	5.2				0.65	0.255905511811024																																										21	21							
0014100097006	Chocolate Chunk Milk Chocolate Macadamia Crispy Cookies	https://static.openfoodfacts.org/images/products/001/410/009/7006/front.8.400.jpg	4	e	4	2230		30.4	14.3								60.1	32.6			4.2	4.9				0.7	0.275590551181102																																										22	22							
0014100097013	Chocolate Chunk White Chocolate Macadamia Crispy Cookies	https://static.openfoodfacts.org/images/products/001/410/009/7013/front.6.400.jpg	4	e	4	2167		29	14								58	33			0	6				0.8	0.31496062992126																																										26	26							
0014100097037	Soft Baked Chocolate Chunk Dark Chocolat Brownie	https://static.openfoodfacts.org/images/products/001/410/009/7037/front.14.400.jpg	5	e	4	1946		19.2	10.6								67.3	41.7			5.7	5.3				0.5	0.196850393700787																																										21	21							
0014100097068	Soft Baked Santa Cruz Oatmeal Raisin Cookies	https://static.openfoodfacts.org/images/products/001/410/009/7068/front.6.400.jpg	0	d		1753		14.5	4.8								74.2	41.9			6.5	6.5				0.7366	0.29																																										16	16							
0014100098416	Lexington Milk Chocolate Toffee Almond	https://static.openfoodfacts.org/images/products/001/410/009/8416/front_en.7.400.jpg	0	e		2090	965	26.9	11.5						0	0.0385	65.4	38.5			3.85	3.85				0.879	0.346		0					0														0		0.00277																			23	23							
0014100098423	Maui Milk Chocolate Coconut Almond	https://static.openfoodfacts.org/images/products/001/410/009/8423/front_en.14.400.jpg	0	e		2090	965	26.9	13.5						0	0	65.4	34.6			3.85	3.85				0.684	0.269		0					0														0		0.00138																			21	21							
0014100098980	Cookies soft baked	https://static.openfoodfacts.org/images/products/001/410/009/8980/front_en.12.400.jpg	5	e	4	1916		17.1	9.5								70.8	40.8			2.2	4.8				0.6	0.236220472440945																																										23	23							
0014100099680	Goldfish Cheddar	https://static.openfoodfacts.org/images/products/001/410/009/9680/front.7.400.jpg	9	d	4	1958		18.1	3.7								64.2	1.4			2.5	11.6				1.9	0.748031496062992																																										14	14							
0014100208815	Goldfish couleurs cheddar		2	d	4	1930		17.3	3.85							0.0192	65.4	0				11.5				2.25	0.885																																										17	17							
0014113210331	Amandes cru naturelles		0	c		2427		50	4								22	4				22				0	0																																										5	5							
0014113210362	Amandes grillées salées		0	d	3	2577		52.1	4								10.3	4.9			0	21.1				0.8	0.31496062992126																																										14	14							
0014113230018	Almonds	https://static.openfoodfacts.org/images/products/001/411/323/0018/front.9.400.jpg	0	b	1	2477		49.4	3.7								9.5	3.9			0	21.2				0	0																																										0	0							
0014113230025	Almonds Amandes grillées salées	https://static.openfoodfacts.org/images/products/001/411/323/0025/front.9.400.jpg	0	d	3	2577		52.1	4								10.3	4.9				21.1				0.8	0.31496062992126																																										14	14							
0014113230117	Amandes Grillées Salées	https://static.openfoodfacts.org/images/products/001/411/323/0117/front.3.400.jpg	0	d	3	2577		52.1	4								10.3	4.9				21				0.8	0.31496062992126																																										14	14							
0014113230131	Almonds	https://static.openfoodfacts.org/images/products/001/411/323/0131/front_en.7.400.jpg	0	c	1	2477		49.4	3.7								9.5	3.9			0	21.2				0	0																																										5	5							
0014113911368	Pistachios Salées	https://static.openfoodfacts.org/images/products/001/411/391/1368/front.6.400.jpg	0	d	3	2444		46	5.6								17.4	7.8				21.4				1.3	0.511811023622047																																										18	18							
0014113911672	Pistachios	https://static.openfoodfacts.org/images/products/001/411/391/1672/front.8.400.jpg	0	c	3	2469		46	5.6								27.7	7.8				21.4				1.3	0.511811023622047																																										8	8							
0014113911689	Pistaches		0	d	1	2469		46	5.6								17	7.8				21				1.3	0.511811023622047																																										18	18							
0014113911719	Pistaches grillées sans sel Wonderful	https://static.openfoodfacts.org/images/products/001/411/391/1719/front.4.400.jpg	0	c	1	2469		46	5.6								17.4	7.8				21.4				0	0																																				100						3	3							
0014113912112	Pistachios salt & pepper	https://static.openfoodfacts.org/images/products/001/411/391/2112/front.6.400.jpg	0	e	4	2444		46	5.6								17.4	7.8				21.4				2.5	0.984251968503937																																										23	23							
0014113912341	Pistaches au piment doux	https://static.openfoodfacts.org/images/products/001/411/391/2341/front.10.400.jpg	0	e		2414		45.2	5.8								17.3	10.3			0	20				2.4	0.94488188976378																																										24	24							
0014113912853	Pistaches XXL grillées salées	https://static.openfoodfacts.org/images/products/001/411/391/2853/front.8.400.jpg	0	d	3	2444		46	5.6								17.4	7.8				21.4				1.3	0.511811023622047																																										18	18							
0014113912860	Pistaches XXL Poivre & Sel	https://static.openfoodfacts.org/images/products/001/411/391/2860/front.6.400.jpg	0	e	4	2444		46	5.6								17.4	7.8				21.4				2.5	0.984251968503937																																										23	23							
0014113912938	Pistaches XXL Grillées sans sel	https://static.openfoodfacts.org/images/products/001/411/391/2938/front.3.400.jpg	0	d	1	2444		46	5.6								17.4	7.8				21.4				0	0																																										13	13							
0014113913256	Wonderful Pistachios Salt & Pepper		0	b	4																																																																0	0							
0014113913782	Walnuts		0	d	1	2992		65.2	6.1								13.7	2.6				15.2				0.03	0.0118110236220472																																										14	14							
00143707	Cornish Clotted Cream Crumbly Fudge		1	e	4	1933		16.7	10								77	69.4				1				0.74	0.291338582677165																																										27	27							
0014402513747	Half lamb leg bone in	https://static.openfoodfacts.org/images/products/001/440/251/3747/front_en.11.400.jpg	0	b	1	778		12.3	5.9								0	0			0	19				0.15	0.0590551181102362																																										2	2							
0014402513860	Half Lamb Leg Bone In		0		1																																																																								
00144353	Brown sauce	https://static.openfoodfacts.org/images/products/00144353/front_en.5.400.jpg	0	c		365		0.5	0.1								18.1	18.1	0.5		0.7	0.6				1.13	0.444881889763779																																										9	9							
0014500001962	Fordhook Lima Beans		0	a	1	477		0	0						0	0	20.45	3.41			4.5	6.82				0.01524	0.006		3.42e-05					0.017														0		0.00205																			-7	-7							
0014500016621	Pasta & Broccoli with a White Cheese Sauce	https://static.openfoodfacts.org/images/products/001/450/001/6621/front_en.7.400.jpg	0	a		454	66.1	1.81	0.905						0	0.00452	17.6	2.26			1.36	4.98				0.667	0.262		2.71e-05					0.0133														0.0679		0.000814																			-1	-1							
00145206	Caesar Dressing		1	e	3	2531		63.5	8.6								4	2.6				4.1				1.05	0.413385826771654																																										19	19							
00145442	Lemon Cheesecake	https://static.openfoodfacts.org/images/products/00145442/front_en.3.400.jpg	0																																																																										
0014563002005	AVENA 1 INSTANTANEA		2	c	4	1470		4.57	0.857								68.9	31.7			8.86	7.43				0.842	0.331	0																																									9	9							
00146098	Natural yogurt	https://static.openfoodfacts.org/images/products/00146098/front_en.5.400.jpg	0	b	1	339		3.8	2.5	0.9	0.1						6.6	6.6	0.5		0.5	5.1				0.18	0.0708661417322835																																										1	1							
00146227	BBQ sausage & smokehouse ketchup hand cooked crisps		0	d		2121		28.5	2.6								54.9	2.7				4.5				0.9	0.354330708661417																																										11	11							
0014683003708	100 % Maple syrup	https://static.openfoodfacts.org/images/products/001/468/300/3708/front_en.4.400.jpg	0																																																																										
0014740000015	Compote pommes/poires		0																																																																										
0014800000344	Mott's 100% Apple Juice Original (from concentrate with added Vitamin C	https://static.openfoodfacts.org/images/products/001/480/000/0344/front_en.10.400.jpg	0																																																																										
0014800001693	Apple sauce		0																																																																										
0014800001808	Compote		0	b		360		0	0								27	27				0				0	0																																										1	1							
0014800002737	Applesauce Granny Smith	https://static.openfoodfacts.org/images/products/001/480/000/2737/front_en.8.400.jpg	0			186		0									11.1				1.11	0				0.0141	0.00556							0.0167												0.0833																															
0014800515312	Clamato el original		3	c	4	42.5		0	0								2	1			0	0.5				0.889	0.35																																										3	3							
0014800515336	Clamato		3	d	4	59.5		0	0								3	2			0.5	0.5				0.895	0.352																																										7	3							
0014800925340	100% Tomato Juice	https://static.openfoodfacts.org/images/products/001/480/092/5340/front_en.7.400.jpg	0	b	3	72.8		0	0						0	0	3.48	2.61			0.87	0				0.567	0.223		8.7e-05					0.0104												0.171		0		0.000209																			-3	-3							
