code	country
0803810241027	mexico
0803810241027	united-states
0803810241041	mexico
0804531110302	france
0804531110302	united-states
0804531111606	france
0804531111606	united-states
0804531112009	france
0804531112207	france
0804531121100	united-states
0804531417500	mexico
0804798001009	france
0805509201558	canada
08066242	united-states
0807176173091	france
0807205012445	france
0807751059918	france
0809125063095	united-states
0809125063866	united-states
0809125063903	united-states
0809125064559	united-states
0809125066256	united-states
0809125066270	united-states
0809369150018	united-states
0809369150056	united-states
0809420540048	united-states
0809420540055	united-states
0809420540086	united-states
0809629014746	france
0810165010017	france
0810165014244	united-states
0810165015012	united-states
0810165016064	united-states
0810165016248	united-states
0810165016491	united-states
0810165017016	united-states
0810165018310	united-states
0810165019089	united-states
0810253011421	australia
0810253011421	united-states
0810257003514	united-states
0810390024438	australia
08106377	france
0810732020586	united-states
0810757009177	united-states
0810815021035	france
0810815021035	united-states
0810885011042	france
0810981020511	united-states
0810990001112	mexico
0810990001112	united-states
0810990003109	mexico
0810990005752	mexico
0810990005769	mexico
0811114250249	bangladesh
08111166	french-guiana
08112133	germany
0811355001020	united-states
0811355001044	united-states
0811355001075	united-states
0811355001129	united-states
0811355002621	united-states
0811371011638	united-states
0811371011898	united-states
0811371011928	united-states
0811371131114	united-states
08114622	albania
0811639000176	france
0811639000220	france
0811639000237	france
0811639040028	france
0811660020501	france
0811660020501	united-states
0811669020205	france
0811737079104	canada
0811955011016	france
0811955011016	united-states
0811955011030	united-states
0812049006260	france
0812050001834	france
0812050004101	france
0812050008642	canada
08120736	france
08121118	france
0812133010036	united-states
0812190020115	canada
08122278	france
0812452002019	france
0812475012156	united-states
0812475012163	united-states
0812475012255	france
0812475012255	united-states
0812475012262	france
0812475012262	united-states
0812475012279	united-states
0812475012286	france
0812475012293	france
0812475012293	united-states
0812475012316	france
0812476017037	mexico
0812476017969	mexico
0812579010775	united-kingdom
0812579012199	united-states
0812579013042	united-states
0812668020180	france
0812772020144	united-states
0812772020489	united-states
0812907011160	united-states
08131220061	united-states
08131256	united-states
0813256010101	united-states
0813256010118	united-states
0813256010132	united-states
0813305012957	united-states
0813314010500	france
0813427000672	france
0813427001143	france
0813601026306	france
0813636020676	australia
0813694023480	france
0813694023480	united-states
0813694023909	france
0813694023909	united-states
0813694024760	france
0813700020038	united-states
0813905000743	united-states
0813958009090	united-states
0813973020070	france
0814042012880	united-states
0814305010097	united-states
0814305010257	united-states
0814305010547	united-states
0814343020379	united-states
0814646002027	romania
0814784020341	france
0814784020402	france
0814784021591	france
0814784024141	france
0814930010073	france
0815126002094	france
0815126002179	france
0815126006542	france
0815196013624	france
0815369010009	united-states
0815473012654	united-states
0815680020084	united-states
0815680020091	united-states
0815871010009	israel
0815871011945	france
0816012011121	united-states
0816412011127	france
0816475020104	france
0816493010026	united-states
0816757000633	canada
0816778020054	united-states
0816979010076	france
0816979010076	united-states
0816979010250	united-states
0817099004594	united-states
0817217020093	canada
0817252010554	united-states
0817252011995	united-states
0817380010129	belgium
0817380010129	france
0817380010884	france
0817380010976	france
0817380010983	france
0817380011119	france
0817582253003	france
0817582253003	united-states
0817670010259	canada
0817719010189	united-states
0818094000017	france
0818094000017	united-states
0818192010314	united-states
0818290011398	united-states
0818290012289	united-states
0818290012739	united-states
0818290014092	united-states
0818534021954	france
0818581010857	france
0818581010857	united-states
0818715010074	france
0818762001032	france
0818780010146	canada
0818781010183	canada
0818808020003	france
0818852001904	canada
0819021011632	united-states
0819046000437	france
0819046000437	united-states
0819140010103	united-states
0819215020075	united-states
0819377000120	canada
0819893021517	united-states
0819893021524	united-states
0819893022309	united-states
0819893022316	united-states
0819893023016	united-states
0819893023023	united-states
0819893023474	united-states
0819893024907	united-states
0819893024983	united-states
0819893025195	united-states
0819893025515	united-states
0819893025539	united-states
0819893025720	united-states
0819893025836	united-states
0819893025980	united-states
0819898010004	united-states
0819898010219	united-states
0819898011063	united-states
0819898012008	france
0819898012008	united-states
0819898012039	france
0819898012039	united-states
0819898014026	united-states
08201294	russia
0821055052024	france
08217189	egypt
0822078961003	canada
08221726	france
0822775045006	canada
08228079	france
08228079	guadeloupe
0824150472124	united-states
0825179500225	mexico
0825382100540	france
0825530106103	united-states
0825530202102	united-states
0826412050118	canada
0827455000689	united-states
0827649302339	france
0827912075977	united-states
0827913770017	french-polynesia
0827913770017	canada
0827924004057	canada
08281388	united-states
0828696036406	france
0828821000074	qatar
0829364101389	united-states
0829696000800	united-states
0829810828594	canada
0829810934424	canada
0830296000404	israel
0830296000404	united-states
0830746001319	france
0830746001319	united-states
0830757000233	france
0830757000233	united-states
08307880	france
0831490060102	united-states
0831730000905	france
0831730000943	france
0831730001681	france
0831730001681	reunion
0831730007065	france
0831730007065	india
0831730007065	bangladesh
0832697000564	france
0832697000595	united-kingdom
0832697000595	chile
0832697000595	spain
0832697000595	switzerland
0832697000595	france
0832697000625	france
0832924000336	united-states
0832924000350	united-states
0832924000411	united-states
0833151006016	canada
0833614003026	spain
0833735000065	united-states
0833735000089	united-states
0833735000126	united-states
0833735000140	united-states
0833735000164	united-states
0833735000201	united-states
0833735000249	united-states
0833735000409	united-states
0833735001277	united-states
0833735001376	united-states
0833735001413	united-states
0833735001505	united-states
0833735001727	united-states
0833735001741	united-states
0833735001802	united-states
0833949000110	france
0833949000226	france
0833949001049	france
0833949001148	france
0833949001148	canada
0834169162305	france
0834183001055	united-states
0834183004582	united-states
0834183004582	canada
08342203	france
0834259007059	united-states
0834266007424	united-states
08343832	israel
0834686001408	france
0834751000039	united-states
0835143002006	united-states
0835143010438	united-states
0835228006301	united-states
0835481002102	united-states
0835811003885	israel
0835811003892	israel
0835910004196	canada
0836093002023	united-states
0836093012053	united-states
0836110002074	belgium
0836110002074	france
0836110002074	united-states
0836110002609	belgium
0836110002609	france
0837152002435	united-states
0837152002831	united-states
0837246000903	france
0837246003294	canada
0837328000005	germany
0837328000005	france
0837328000012	germany
0837328000012	france
0837328000029	france
0837328000050	germany
0837328000050	france
0837991411160	united-states
0837996	france
0837996	united-kingdom
0838054003964	united-states
0838455000012	france
0838455000012	united-states
0838455000197	united-states
0838455000203	united-states
0838619000049	france
0838619000247	france
0838619000247	canada
0838619000728	france
0838619000803	france
0838619000803	canada
0838619000810	canada
0838766006512	france
0838766006512	united-states
0838766080024	france
0838766080024	united-states
0838766106717	canada
0838766107066	france
0838766108575	france
0838836009009	france
0838948000031	france
0838948000031	united-states
0838948000659	france
0838948001663	france
0838948001670	france
0838948003759	france
0838948005203	france
0838948006958	france
0838948007559	france
0838948007597	france
0838948007689	france
0838948008266	france
0838948008495	france
0838948009058	france
0838948009881	france
0838948010238	france
0838948010276	france
0838948010344	france
0838948010344	united-states
0838948010344	canada
0838948010368	france
0838948011266	france
0838948011327	france
0838948011341	france
0839066001566	france
0839066001566	united-states
08390937	france
0839563000130	united-states
0839563000147	united-states
0839563000154	united-states
0839728002108	united-kingdom
0839728002191	united-kingdom
0840011100159	france
0840158111483	france
0840158111513	france
0840278114159	united-states
0840515100037	france
0840515100037	united-states
08406615	france
0840729000260	france
0840990009	france
0841112100949	united-states
0841165109791	france
0841165115587	france
0841208003208	france
0842161000181	france
0842161000198	france
0842161006466	france
0842161007104	france
0842234001701	france
0842234001701	canada
0842373000139	canada
08427260050460	spain
0842798100285	japan
0842798100285	united-states
0844334010256	united-states
08447515	france
0845163004287	france
0845163004287	united-states
0845163008384	united-states
0845163008391	france
0845163008391	united-states
0845163008407	france
0845163008407	united-states
0845163008452	france
0845163008872	france
0845163041565	france
0845163046539	france
0845163056422	france
08456717	united-kingdom
0846548023411	united-states
0846656006283	france
0846836011687	france
0846836011687	united-states
0847938070015	united-states
08480000214010	spain
08480000650740	spain
08480000650757	spain
0848582000243	united-states
0848582007563	united-states
0848737000937	united-states
0848737001040	united-states
0848860001702	canada
0849090092720	france
0849092100744	france
0849092101970	france
0849092102038	france
0849092103196	france
0849092105626	france
0849092105626	netherlands
0849099012798	france
08496247	united-states
0850228006236	germany
08503129	france
0850370005026	united-states
0850411004032	france
0850413005006	france
0850551005036	united-states
0850551005081	united-states
0850551005098	united-states
0850551005234	united-states
0850551005616	united-states
0850563002443	united-states
0850589004346	united-states
0850589004353	united-states
0850637005004	united-states
0850668000870	united-states
0850697002005	mexico
0850697002012	mexico
0850697002029	mexico
0850697002159	mexico
0850697002425	mexico
0850697002456	mexico
0850697002470	mexico
0850697002517	mexico
0850697002524	mexico
0850697002661	mexico
0850697002722	mexico
0850697002951	mexico
0850738002247	mexico
0850754003006	united-states
0850754003051	united-states
0850791002017	france
0850791002017	united-states
0850791002352	united-states
0850835000016	france
0850870003652	united-states
0850996004731	canada
08510703	united-kingdom
0851087000267	france
0851087000496	canada
0851087000809	canada
0851099004338	united-kingdom
0851110003159	france
0851110003166	united-states
0851110003166	canada
0851119001699	canada
0851231000112	france
0851390005249	united-states
0851390005492	united-states
0851461004591	united-states
0851492002016	france
0851492002016	united-states
0851621000043	netherlands
0851626003001	united-kingdom
0851694003422	united-states
0851802004020	united-states
0851802004037	united-states
0851802004105	united-states
0851953005006	united-states
0851953005013	united-states
0852043003643	united-states
0852109331611	united-states
0852455003200	united-states
0852565003022	united-states
0852681922252	united-states
0852695001301	france
0852700300191	canada
0852781005039	united-states
0852909003305	united-states
0853021005062	france
0853021005062	united-states
0853148003002	france
0853148003002	cameroon
0853148003019	cameroon
0853152100414	united-states
0853205004041	united-states
0853218000603	france
0853247003163	united-states
0853247003200	united-states
0853320003028	united-states
0853320003035	united-states
0853459003166	united-states
0853508101003	united-states
0853511003028	france
0853522000825	united-states
0853547003047	france
0853547003047	united-states
0853584002058	united-states
0853715003190	united-states
0853754005322	united-states
0853872004122	united-states
0853872004139	united-states
0853872004146	united-states
0854004006021	united-states
0854137000705	united-states
0854142000257	united-states
08542746	united-kingdom
0854385005026	france
0854416003137	united-states
0854453006092	france
0854530004447	france
0854530004461	france
0854541000216	france
0854602004153	united-states
0854651003169	united-states
0854829006169	mexico
0854829006176	mexico
0854829006190	mexico
0855025005406	france
0855032000500	france
0855218006012	united-states
0855235002035	france
0855301002594	australia
0855315000319	france
0855381002057	canada
0855381002088	france
0855381002088	canada
0855432004801	france
0855461003479	france
0855481005019	united-states
0855482006183	united-states
0855559005019	united-states
0855569003029	united-states
0855569003067	united-states
0855713002076	united-states
0855713002083	united-states
0855713002090	united-states
0855713002106	united-states
0855713002120	united-states
0855713002144	united-states
0855735005451	united-states
0855827001286	france
0855827001286	canada
0855827001798	france
0855827001798	canada
0855919004041	france
0856014001072	united-states
0856088003156	united-states
0856088003163	united-states
0856123002038	mexico
0856182002338	united-states
0856232005005	united-states
0856235001059	united-states
0856235001240	united-states
0856369004018	united-states
0856369004025	united-states
0856369004049	united-states
0856369004087	united-states
0856369004094	united-states
0856369004476	united-states
0856452004055	united-states
0856452004482	united-states
0856550002700	united-states
0856550002755	france
0856624004340	united-states
0856991004486	france
0857286004440	australia
0857732002334	united-states
0857753003013	united-states
0857756004499	united-states
0857846102920	united-states
0857886006004	france
0858010005009	united-states
0858016005218	united-states
0858183005028	united-states
0858201005207	united-states
0858369006214	france
0858385007035	france
0858629001065	virgin-islands-of-the-united-states
0858629001065	united-states
0858638004002	united-states
0858638004019	united-states
0858638004026	united-states
0858639000218	united-states
0858748002325	united-states
0858847000017	united-states
0858847000284	france
0858847000284	united-states
0858847000635	united-states
0858847000802	france
0858847000802	united-states
0858847000871	france
0858847000871	united-states
0858860001350	canada
0858867005214	united-states
0859077003175	united-states
0859100001307	france
0859130005146	united-states
0859165002059	united-states
0859584007017	united-states
0859638003002	united-states
0859638003019	united-states
0859638003033	united-states
0859638003071	united-states
0859638003088	united-states
0859638003118	united-states
0859660004183	united-states
0859660004237	united-states
0859665002047	united-states
0859702003099	united-states
0859888000066	united-states
0859888000127	united-states
0859888000332	united-states
0859908003039	united-states
0859996000750	united-states
0860071000206	united-states
0861620000036	united-states
0863769000229	united-arab-emirates
0863769000243	united-arab-emirates
08640312	united-kingdom
0864038510319	france
0865002000126	united-states
08651347	france
08663508	france
08669932	united-states
0867044000133	united-states
08684006	belgium
0868405000007	united-states
0868405000014	united-states
0868654154018	united-states
0868972000202	france
0869084000104	france
0869084000104	united-states
0869774000100	mexico
0869774000100	united-states
0869774000124	mexico
0869774000124	united-states
0869774000131	mexico
0869774000131	united-states
0870001000336	canada
0870700000392	united-states
0870700000415	united-states
0870719000185	france
0870719000208	france
0871045530100	netherlands
0871459000220	united-states
0871459000329	france
0871459000329	canada
0871561000699	france
0871561004604	france
0871561004611	france
0871561004628	france
0871561004659	france
0871561004697	france
0871561004796	france
0871561004888	france
08719072	france
0872447000178	france
0872447000178	united-states
0872447000239	france
0872447000857	united-states
0872447001182	france
0872447001489	france
0873006000370	australia
0873020000097	united-kingdom
0873020000110	united-kingdom
0873204104443	united-kingdom
0873204104733	united-kingdom
0873351007055	france
0873351007055	canada
0873453006161	france
0873453006369	france
0873617002671	costa-rica
0873668002958	canada
0874346002048	france
08748001	united-states
0874855001532	france
0875075000213	canada
0875213000037	belgium
0875213000044	france
0875213000082	france
0875213000600	france
0875343000013	united-states
0875405001286	france
08755730	france
0875754000343	united-states
0876063002011	france
0876416160740	united-states
0876681009379	canada
08770000	united-states
08772350	united-kingdom
0877397001329	united-states
08774440	india
08781510	france
0878552000461	france
08787337	united-states
0879200001144	france
0879890001820	mexico
0880095002192	france
0880173000140	united-states
0880730122117	russia
0880730122353	russia
0880730122957	russia
0880730195111	russia
0880911163120	united-states
0880911163649	france
08811783	france
0881621001078	canada
0882095222679	united-states
08829401	united-states
0883366000200	france
0883366000248	france
0883366000248	canada
0883366000538	canada
0883366000583	canada
0883990250002	united-states
0883990661006	united-states
0884394000019	mexico
0884394000026	mexico
0884394000217	united-states
0884394000279	france
0884394000293	mexico
0884394000293	united-states
0884394000330	mexico
0884394000354	mexico
0884394000378	united-states
0884394000538	mexico
0884394000538	france
0884394000552	mexico
0884394000552	united-states
0884394000675	united-states
0884394000774	france
0884394001290	mexico
0884394002396	france
0884394002518	france
0884394002570	france
0884394004062	united-states
0884394004086	united-states
0884394005779	united-states
0884395207110	united-states
0884623100343	united-states
0884853130561	united-states
0884912003911	united-states
0884912004710	united-states
0884912020505	mexico
0884912102102	mexico
0884912103703	mexico
0884912112217	mexico
0884912126016	mexico
0884912126016	france
0884912126016	united-states
0884912126115	mexico
0884912129512	mexico
0884912180629	france
0884912180629	united-states
0884912259363	mexico
0884912267177	mexico
0884912267184	mexico
0884912282736	france
0884941001995	united-states
0884941002121	france
08859150	france
0886002500324	united-states
0886002700151	france
0886002700151	united-states
0886054000261	france
0886054000261	united-kingdom
0886550700559	france
0886926844399	united-states
0887443301068	france
0887443301068	spain
0888109000110	france
0888109000400	france
0888109000400	united-states
0888109110062	united-states
0888109110109	united-states
0888109110987	united-states
0888109112189	france
0888292340017	united-states
0888670024645	united-states
0888670026168	united-states
0888670038130	united-states
0888707	france
0888829601901	france
0888849000432	france
0888849000623	france
0888849001170	ireland
0888849001965	united-states
0888849002191	canada
0888849005956	france
0888849005963	france
0889497000010	united-states
0889497000164	united-states
0889497000195	united-states
0889497000515	united-states
0889497000539	united-states
0889497008245	united-states
0889497641503	united-states
0889497852367	united-states
0889497984433	united-states
0890000001004	france
0890000001004	united-states
0890000001011	united-states
0890000001578	united-states
0890000001592	united-states
0890545555154	germany
0891071001467	united-states
0891071001481	united-states
0891071001511	united-states
0891475001018	united-states
0891613000224	united-states
0891756000150	united-states
08917874	united-states
0892664001024	united-states
0892809000028	united-states
0892809000127	france
0892809000127	united-states
0892809000233	united-states
0892850900056	france
0892999000082	united-kingdom
08930333	france
0893101001041	united-states
0893470001093	united-states
0893594002105	united-states
0893892002395	france
0894162002039	united-states
0894162002138	united-states
0894162002145	france
0894162002152	united-states
0894455000315	france
0894455000315	united-states
0894631001020	united-states
0894700010052	united-states
0894700010090	united-states
0894700010120	united-states
0894700010137	united-states
0894700010151	united-states
0894700010168	united-states
0894700010335	united-states
0894773001155	united-states
0894773001896	canada
0894800000755	united-states
0894800000762	united-states
0894800000779	united-states
0894800000786	united-states
0894800002759	united-states
0895013200031	united-states
0895029000014	france
0895059000619	united-states
0895334001089	united-states
0895397000050	france
08954664	france
08958860	france
0896139001199	united-states
0896139001212	united-states
0896221000185	france
0896221000246	france
0896221000253	france
0896221000314	france
0896221000956	france
0896296000769	france
0896650001029	united-states
0896650001203	united-states
0896650001227	united-states
0896650001524	united-states
0896650001661	united-states
0896859000359	united-states
0896859000595	united-states
0896899000029	canada
0896899000395	canada
0896899000401	france
0896899000401	canada
0897053001388	united-states
08975188	france
0897581000372	united-states
0898223001016	france
0898248001022	united-states
0898248001077	hong-kong
0898248001077	united-states
0898300001878	united-states
0898478	france
0898478	united-kingdom
08985088	france
0898575001375	france
0898596001514	united-states
0898999000022	china
0898999000022	united-kingdom
0898999000022	sweden
0898999000022	france
0898999000022	united-states
0898999000084	france
0898999000206	france
0898999000206	united-states
0898999000305	france
0898999000503	france
0898999000503	united-kingdom
0898999000664	france
0898999000664	united-states
0898999007076	france
0898999007106	france
0898999007106	united-kingdom
0898999007199	france
0898999007366	france
0898999007625	france
0898999777771	united-kingdom
0898999777771	united-states
0899033002002	france
0899033002002	united-states
0899033002026	france
0899033002040	france
0899033002040	united-states
0899033002095	france
0899033002095	united-states
0899033002101	france
0899049002201	australia
0899712000053	france
0899712000381	france
0899788002012	united-states
0899904001400	germany
09012028	united-kingdom
09018273	switzerland
09026635	france
0912122406090	france
09138575	france
0914422617428	germany
09162114	france
09165746	france
09181410	france
09181410	spain
09224469	france
0925257310088	france
0927543915557	china
09359604	belgium
09459412	belgium
09468614	france
0949222158475	australia
09532227	mexico
09537293	united-states
09614112	france
09650202	france
09692374	new-caledonia
09712023	france
0973177682488	france
0978869101018	belgium
0992320002003	united-states
0992695	france
0992695	united-kingdom
0992732	france
0992732	united-kingdom
0993605347529	belgium
09966093	france
0999482000878	united-states
0999886049329	united-states
1	switzerland
1	france
1000001071015	france
1000002297018	france
1000002297018	reunion
1000040005729	france
10001691	ireland
10001806	france
1000200022078	france
10002919	france
10002940	france
10003152	france
10003208	france
10003374	france
10004906	united-kingdom
10009833	united-kingdom
10010052	france
1001124320004	france
10012994	france
10013117	switzerland
1001462530004	germany
1001509090003	france
10020031	united-kingdom
10022405	france
10022405	ireland
1002290310004	france
10024618	france
10024899	france
1002699320000	france
1002710580000	france
100290003609	germany
1002939270003	france
1002951580005	belgium
1002951580005	france
1003068160005	france
1003405420007	france
1003639010005	france
10037409	austria
10040032	france
1004005029027	colombia
1004212080002	france
10045428	united-kingdom
1004632277070	france
10048597	france
10049075	guadeloupe
10051641	united-kingdom
10057193	united-kingdom
10060138	belgium
10060674	hungary
10061078	france
10061282	united-kingdom
10065112	united-kingdom
10065877	france
10065877	united-kingdom
10066140	united-kingdom
10066980	france
10066980	ireland
10069523	united-kingdom
10086988	france
10088050	united-kingdom
10098103	united-kingdom
10098479	united-kingdom
10099889	united-kingdom
10100200	peru
101003	france
10114104	germany
10117668	france
10117784	france
1013287767367	france
10137813	united-states
1014276136881	germany
10145873	france
10178072	france
1018007020364	colombia
1018007029541	colombia
10186862	france
10189054	germany
10201565	france
10218514	germany
10220315	france
10244142	united-states
10260082	france
10260089	france
103010104	united-states
103106	france
10318401	france
10330791	france
10339000	france
10370071	france
10432792	france
1045665500648	france
10456733	france
10482823	france
1049040291718	france
10587742	france
10589045	france
10593940	france
106021	france
1060366002543	united-kingdom
10608074	germany
10608074	france
10612022	united-kingdom
10625017	france
10628668	france
10687628	france
10712761	france
10718384	france
10725276	germany
10744204	france
10751019	france
10831104	france
10860175	france
1090876562824	france
10908767	france
1094922220058	france
10977767	belgium
11006078	belgium
11011095	france
11011206	france
11012719	france
11014067	france
1101803	france
11018070	spain
11019091	belgium
1102960150005	france
1102960150005	canada
1103118840007	france
11038504	germany
1104271770002	france
11051204	germany
11076156	united-kingdom
11097877	france
11105008	germany
1110529	france
11107187	france
11108887	france
11108979	france
11114188	united-kingdom
11117787	germany
11120520	france
111206000863	morocco
11122087	france
11125355	germany
11141046	france
11141301	france
11146872	france
11147887	germany
11148313	france
1115460747873	france
11161110	france
1116287078720	france
11181123	france
1118287	france
11189251	france
11189611	italy
11197833	france
11203897	france
112101	united-states
11214088	france
11214088	united-kingdom
11216179	belgium
11218368	france
11218788	united-states
11220867	united-kingdom
11225897	france
11227170	germany
11227730	france
112300977	france
112301878	france
112302541	france
112302546	france
112302557	france
112302621	france
112302644	france
112302650	france
112302656	france
11236146	france
11238546	france
112407374	france
112407453	france
112407493	france
11245865	france
1126542	france
1127435	france
11284185	france
1134866	france
11367086	france
11371465	france
11388296	france
11412069	france
11415807	australia
11420619	switzerland
11427167	france
11454697	france
11508366	france
11510897	australia
11520009	bangladesh
11520870	reunion
11523002	france
11528258	france
11537168	mexico
11548195	france
1156227115702	france
11597070	france
11598877	germany
11601784	france
11611059	belgium
11611059	france
11616597	france
1167054004923	france
1167492116196	france
11689485	france
11712374	united-kingdom
11713067	france
11713487	france
11736172	france
11737056	france
11740623	france
11788256	germany
11791423	france
11798848	france
11802903	france
11829730	france
11846277	france
1187178015377	france
11881148	france
11888560	united-kingdom
11894418	luxembourg
11915393	france
11915506	mayotte
11916444	france
1191858	france
11940016	tunisia
11940016	france
11972464	france
1199535	france
1200101466562	france
1200101466593	france
1200101466623	france
1200101466654	france
1200101466685	france
1200101466715	france
1200101501041	france
1200287100007	france
1200288900002	germany
1200288900002	france
1201000164962	russia
1201189420002	france
12012565	france
1201296720002	france
1201497740007	france
1201509270003	france
1201714680000	switzerland
1201714680000	france
1202259180000	belgium
1202259180000	france
1202267670005	france
1202290300009	france
1202712030002	france
1202712030002	united-kingdom
1202712030002	denmark
1202939260008	france
1202942470005	france
1203080940009	france
1203118880000	france
12032464	algeria
1203944400007	switzerland
1203944400007	france
1204212070007	france
12043426	germany
12047244	france
12100867	united-kingdom
12113630	france
12115867	france
12115976	france
12116058	france
12118526	france
12118867	france
12120222	france
12127877	germany
12132320	czech-republic
12142247	germany
12151121	france
12154172	germany
12155697	france
12168826	austria
1220000020047	france
1220440000005	france
12205767	france
12210671	france
12211841	france
12217767	germany
12220564	france
12221878	united-kingdom
12224814	france
12226787	france
12228867	france
12248087	france
12253302	france
1228000406090	france
1228268800883	spain
12300327	switzerland
12312334	france
12324187	france
12337972	france
1234500001666	france
1234510910347	france
1234510910361	france
1234510910378	france
1234520300312	france
1234520300329	france
1234520300336	france
1234540300019	france
1234540300057	france
1234550800349	france
12375116	france
1238909991924	france
1242171100410	france
12422333	france
12450251	france
12517116	france
12529162	france
12562213	france
12569281	martinique
12579213	france
12585223	france
12585338	france
12588813	france
12613302	france
12616497	france
12649024	united-states
12672819	france
12676116	tunisia
12688403	france
12722884	france
12727292	france
12735075	france
12776942	france
12785829	france
12785829	guadeloupe
1279120293381	mexico
12793703	france
12800674	france
12806403	france
128501476913300299	united-states
12871285	united-states
12923203	france
12981702	france
1301010310004	france
1301171070007	france
1301416092405	france
1301448890000	united-states
1301485140007	france
1301647590008	france
13019896586905	france
1302016480005	france
1302190350002	france
1302263140004	france
1302371760002	france
1302371810004	france
13023973	france
1302644000002	france
1302959200005	france
1302959200005	italy
1302959200005	united-kingdom
1303019640007	france
1303058010007	france
1303102230009	france
1303405450005	france
13035686	france
1306488000020	france
13071303	france
13086703	france
13093952	france
13135724	spain
13148874	australia
13185893	france
132021	france
1321035005112	france
1321321321322	france
1322460	france
1323896241869	germany
13258153	france
13265220087420	france
13282038	france
13294803	france
13309664	france
13333997	france
13363337	france
13363638	france
13366603	france
13393779	france
13395304	france
13397364	france
13423720011110	france
13443672	france
135020	france
13538361	france
13541131	france
13551128	indonesia
13563561	france
13564285	france
13605922	france
13611170	france
13633059	france
13637337	france
13656263	france
1369176601619	france
13721596	france
13725638	france
13744433	france
13774503	france
1378650446448	france
13787303	france
13791403	france
13816650	france
1384236030703	france
13927533	france
13963361	france
1400000019689	france
140023	france
1401000348007	france
1401290200009	germany
1401290200009	france
1402016760005	germany
1402016760005	france
1402267660000	france
1402290290007	france
1402517320005	france
1402563050000	france
1402699300000	france
1402939250003	france
1402942460000	france
1402960140007	france
1402978910005	spain
1403464340009	spain
1403638620005	france
1403749260008	france
1403749260008	ireland
140401	france
1404212060002	france
140510	france
14078606	finland
140800	france
14100097037	germany
1411323002	france
14118717	belgium
14120767	france
14120787	france
14121784	belgium
14128840	france
14151897	australia
14168963	france
14198843	france
1420043902007	belgium
14215353	france
14227867	france
14228254	france
1434182751518	france
14370128	france
14370168	france
14371531	france
14389621	france
1441410807008	germany
14415711	france
14428797	australia
14458503	france
14465331	france
14577329	france
14598463	france
14647316	france
14678141	denmark
14755569	france
14787833	france
14788192	france
1482720422611	france
14853852	france
14861291	france
14895180	france
1490274741355	taiwan
14959677	switzerland
1496500570003	france
14991503	france
15004512	france
1501497770005	germany
1501497770005	france
1501497770005	united-kingdom
1502016470000	united-kingdom
1502457310002	france
1502457310002	united-kingdom
1502710510002	france
15027221	france
1502960040007	france
1503102220004	france
1503771560005	germany
1503771560005	france
15041670	united-kingdom
15087072	albania
1511210948918	france
15146612	france
15196440	france
15201671100200	france
15201671100558	france
15204729	france
15227897	france
15271679	france
15288653	france
15336432	france
15367632	france
15400141033943	belgium
15400141033943	france
154008	france
15410146	france
15414309222018	france
1543010716626	mexico
1543383415010	mexico
15445934	france
15643338	france
15665058	france
15667496	belgium
15711694	france
15717177	france
15754653	france
15805669	france
15838667	france
15909413	france
15917287	france
15961103	france
1596514339723	france
16001056000007	south-africa
16001056000007	france
1601225550005	france
160204002	france
1602256950000	germany
1602256950000	france
1602259160000	france
16023	france
1602457400007	france
1602501330007	france
1602553810007	united-kingdom
1602553810007	sweden
1602553810007	portugal
1602553810007	spain
1602553810007	france
1602553810007	finland
16027466	france
16030109	france
16033408	australia
1603405440007	france
1603638610000	france
1603748930005	france
16065994	russia
16073296	france
16085268	canada
16100367	switzerland
16100367	france
16127005	switzerland
16188802	france
1622900674	netherlands
16277	france
16298709	france
16397934	france
16467939	france
16601062	france
16605855	france
16720217	france
16726725	france
16756168	france
16771475	france
16811207	poland
16821286	france
16880809	france
16881464	france
16939545	netherlands
16973152	belgium
16974272	france
16991927	belgium
16995598	france
17003423	france
17007033	france
17010771	france
17011273	france
1701246860005	france
1701647570008	france
1702	france
1702501420002	france
1702881020007	lithuania
1702881020007	united-kingdom
1703086280005	france
17032717	germany
1703639070008	france
1703742890005	france
1703742940007	france
1704225440007	france
17071178	france
17101394	france
17125796	guadeloupe
17147547	france
1716660322619	france
17186928	france
17226608	france
17231527	germany
17252751	france
17279925	france
17291617	france
17305051	france
17358114	france
17363389	france
17363634	france
1756	france
17573904	france
17585309	france
17585989	belgium
17587527	france
17600262	belgium
17600293	france
17600583	france
17601243	france
17601283	france
17601913	france
17602693	france
17604220	france
17616188	belgium
17632393	france
17634717	france
17694223	france
177005	france
17707622	united-states
17792310	france
17851213	france
17894722	france
17924283	france
17936859	france
17959717	france
1801296690000	belgium
1801296690000	germany
1801296690000	france
1801509100005	france
18019025	france
1802016790000	spain
1802016790000	united-kingdom
1802016790000	portugal
1802290270007	france
1802329250000	france
18025211	belgium
18026544	france
1802732370005	france
1802942490005	france
1802955070003	france
1803058080005	france
1803068170000	france
1803118850005	france
1803405430002	france
1804246460005	france
18258815	united-states
182689	france
18387964	france
18437016774004	france
18438620	france
18498127	france
18616996	france
18625824	france
18806920	france
18821026	france
1883363000479	united-states
18911202	france
19001	france
1901246900002	united-kingdom
1901516740000	france
1901516740000	united-kingdom
19017648	india
19022611	france
1903086270000	france
1903639060003	france
1903749190003	france
1903855690008	france
1903896710000	france
19103082	france
1922787287179	russia
19260075	france
19270010	france
19288178	belgium
