code	country
00573924	france
00573924	united-kingdom
00573955	france
00573955	united-kingdom
00574419	france
00574419	united-kingdom
0057449504828	france
0057449504965	france
00574716	france
00574822	france
0057496007631	canada
0057496522486	france
00575072	france
0057836020641	united-states
00578561	united-states
00578790	united-states
0057961028147	canada
00580304	france
00580328	united-states
00580564	france
0058084000058	canada
0058089005010	france
0058089005027	france
0058089005058	france
0058200005806	united-states
00582131	united-states
0058220000003	germany
0058336003356	france
0058336003356	canada
0058336173028	canada
00583657	united-kingdom
0058400300053	united-states
00584228204318001240	spain
0058447374192	canada
0058449153061	canada
0058449162063	france
0058449162063	united-states
0058449162063	canada
0058449185055	canada
0058449410003	france
0058449410003	united-states
0058449410003	canada
0058449410096	united-states
0058449410140	france
0058449410140	united-states
0058449430223	united-states
0058449602293	canada
0058449771715	france
0058449771807	france
0058449771807	united-states
0058449772019	france
0058449860075	france
0058449860075	united-states
0058449870241	united-states
0058449890096	united-states
0058449890195	canada
0058496000325	canada
0058496030438	canada
0058496223083	france
0058496243715	france
0058496243715	canada
0058496310387	canada
0058496328733	france
0058496812324	france
0058496896539	canada
0058496896577	canada
0058496896584	canada
0058504212061	canada
0058504321060	canada
0058569161212	canada
00585798	france
00585798	united-kingdom
0058716971718	canada
0058716990009	france
0058716991716	canada
0058723000852	canada
00587327	united-states
00587761	france
00587761	united-kingdom
0058779133733	canada
0058779700775	france
0058807388135	canada
0058807390107	france
0058807410157	france
0058814030058	canada
0058854431051	canada
00589079	united-kingdom
00589628	united-kingdom
0059000003115	canada
0059000008288	france
0059000016597	france
0059000016597	canada
0059100008102	canada
0059100008645	canada
0059161401607	canada
0059161702032	canada
0059243001817	france
0059290311860	france
0059290311860	united-states
0059290500677	canada
0059290573220	united-states
0059290573497	united-states
0059290575927	united-states
0059290576214	australia
00594110	france
00594257	france
00594257	united-kingdom
0059441004283	france
0059441004283	canada
0059471737014	france
0059527070430	france
0059527070430	canada
00595837	france
0059600048134	saint-pierre-and-miquelon
0059600061942	france
0059600070166	france
0059608001001	canada
0059635005003	mexico
0059749871105	canada
0059749875936	canada
0059749878890	canada
0059749878913	canada
0059749879798	france
0059749880572	france
0059749880572	canada
0059749883061	canada
0059749884853	canada
0059749886000	canada
0059749887427	canada
0059749887649	canada
0059749888752	canada
0059749893022	france
0059749894456	united-states
0059749894456	canada
0059749894777	france
0059749894784	france
0059749894784	canada
0059749895699	canada
0059749898775	canada
0059749900300	france
0059749906449	france
0059749906449	canada
0059749918022	canada
0059749918039	canada
0059749918558	canada
0059749930000	canada
0059749930048	france
0059749930048	canada
0059749932264	canada
0059749933018	france
0059749933018	canada
0059749933476	canada
0059749933551	canada
0059749933704	france
0059749938051	canada
0059749942133	france
0059749942683	canada
0059749943192	france
0059749952903	france
0059749953610	canada
0059749954655	france
0059749961615	canada
0059764000108	france
0059764031645	france
0059764031645	canada
0059800491075	canada
0059800501453	france
0059800501460	france
0059800849388	france
0059800990158	france
0059800990158	canada
0059807008443	canada
0059950000134	france
0059950124908	france
0059950124908	canada
0060000665609	france
0060000665609	canada
0060000665647	canada
00600057	france
00600057	united-kingdom
00601580	france
0060249014329	canada
0060249014862	canada
0060249017955	canada
0060347711007	france
0060347711007	canada
0060383008932	canada
0060383012052	france
0060383012342	canada
0060383014292	france
0060383014292	canada
0060383014445	canada
0060383018429	canada
0060383022716	canada
0060383032586	canada
0060383033705	canada
0060383042400	canada
0060383042516	france
0060383047191	canada
0060383049690	france
0060383049690	canada
0060383058968	saint-pierre-and-miquelon
0060383082284	france
0060383082284	canada
0060383118075	canada
0060383132767	france
0060383132767	canada
0060383142421	canada
0060383157951	canada
0060383159580	canada
0060383186975	canada
0060383195908	canada
0060383665678	canada
0060383682033	canada
0060383684167	france
0060383692186	france
0060383692889	canada
0060383694494	canada
0060383707538	france
0060383708825	france
0060383708825	canada
0060383708832	france
0060383758486	canada
0060383758882	france
0060383764647	canada
0060383768195	canada
0060383774844	canada
0060383797980	canada
0060383830953	france
0060383830953	canada
0060383837648	france
0060383860486	france
0060383873271	canada
0060383875206	france
0060383895990	france
0060383982171	france
0060383986919	canada
0060383993009	canada
0060383998622	canada
0060410001776	france
0060410010914	canada
0060410016985	canada
0060410017715	france
0060410017715	canada
0060410017777	france
0060410017784	canada
0060410017814	canada
0060410025604	canada
0060410027219	france
0060410029817	canada
0060410066317	canada
00604451	france
00604451	united-kingdom
0060465005828	canada
0060466984979	canada
00604802	united-states
00604871	france
00604871	united-kingdom
0060629030130	united-states
00606516	united-kingdom
00606967	france
00606967	united-kingdom
0060737057524	canada
00607537	france
0060822000244	canada
0060822001166	united-states
0060822001166	canada
00608343	france
0061077508431	france
0061077508455	france
0061077765667	france
0061077765667	canada
0061077771170	canada
0061077940248	canada
0061200225914	france
0061200225914	canada
0061202021200	canada
0061232200545	united-kingdom
0061232203072	france
0061232203072	united-kingdom
0061243710651	mexico
0061243710958	mexico
0061243711559	mexico
0061314000032	mexico
0061314000032	france
0061314000070	france
00613385	france
00613385	united-kingdom
0061362307404	france
0061362401003	france
0061362401003	canada
0061362410210	canada
0061362460024	saint-pierre-and-miquelon
00613637	france
00613637	united-kingdom
00613736	france
00613736	united-kingdom
00613873	france
00613873	united-kingdom
00613903	united-kingdom
0061400000182	canada
00614313	france
00614313	united-kingdom
00614320	france
0061483019200	canada
00615068	france
00615068	united-kingdom
00615792	france
0061659000643	france
0061659003361	canada
0061719011763	canada
0061719011961	canada
0061763023163	canada
0061781004045	france
00619141	united-kingdom
0061954000539	united-states
0061954004452	united-states
0062020000248	australia
0062020000316	france
0062020000316	united-states
0062020000316	canada
0062020000743	canada
0062020000842	france
0062020000842	canada
0062020005410	france
0062020005410	canada
0062036007453	canada
0062067121357	france
00620833	united-kingdom
00621038	france
0062151033979	canada
0062356500061	canada
0062356502218	canada
0062356508227	canada
0062356540616	united-states
0062426070340	canada
0062505101125	france
0062558540001	france
0062558550000	switzerland
0062558550000	france
00627447	france
00627447	united-kingdom
0062851526122	france
0062942000616	france
00629836	united-states
0063054170204	united-states
0063100387501	canada
0063100836023	canada
00631204	france
00631204	united-kingdom
0063205203478	united-states
0063209093709	france
0063211010213	france
0063211010213	canada
0063211055702	france
0063211055702	canada
0063211121148	france
0063211180978	canada
0063211182460	france
0063211214420	canada
00632812	france
00632812	united-kingdom
00633109	united-states
0063348001504	canada
0063348003652	canada
0063348006936	canada
0063351049005	canada
0063400040519	france
0063400121324	france
0063400508866	france
0063400508866	canada
00635257	france
00635257	united-kingdom
0063549106190	canada
0063549301007	canada
0063549331806	canada
0063549991024	france
0063549993400	canada
00635981	united-kingdom
0063602002223	canada
0063602021118	canada
0063602024027	canada
00636186	france
00636186	united-kingdom
0063667006013	canada
0063667006020	canada
0063667090067	canada
0063667090265	canada
0063667125028	canada
0063667125080	canada
0063667301804	canada
0063667301859	canada
0063667508012	canada
0063667511005	singapore
0063667511005	canada
0063675007385	canada
0063675007392	canada
00637596	france
00637596	united-kingdom
0063829160072	canada
00639071	united-kingdom
0064042001005	canada
0064042003450	canada
0064042003467	france
0064042003467	canada
0064042003900	canada
0064042003917	canada
0064042006079	canada
0064042006390	canada
0064042006529	canada
0064042497280	canada
0064100001466	france
0064100001466	canada
0064100001596	france
0064100001596	canada
0064100036321	france
0064100036321	canada
0064100106215	france
0064100106215	canada
0064100107922	france
0064100107922	canada
0064100108219	switzerland
0064100108219	france
0064100108219	canada
0064100108301	belgium
0064100108301	switzerland
0064100108301	france
0064100108301	canada
0064100111257	france
0064100111332	canada
0064100111356	france
0064100111370	france
0064100113657	france
0064100113657	canada
0064100120280	canada
0064100120426	canada
0064100122659	canada
0064100123984	canada
0064100176164	canada
0064100238220	france
0064100238220	saint-pierre-and-miquelon
0064100238251	canada
0064100256613	france
0064100256637	france
0064100256668	france
0064100256668	canada
0064100389007	canada
0064100498150	canada
0064100589940	france
0064100589940	canada
0064100590007	france
0064100590007	canada
0064100590182	canada
0064100595729	france
0064100595729	canada
0064100778979	canada
0064100780125	canada
0064100782440	canada
0064100788480	france
0064100852433	canada
0064100852662	france
0064100852686	france
0064100922587	canada
0064144043064	united-states
0064144043224	united-states
0064144150502	france
0064144150502	united-states
0064144321605	france
0064144321605	united-states
0064144322879	france
0064144322879	french-polynesia
0064200116466	france
0064200116466	canada
0064200200028	france
0064200200028	canada
0064200336116	canada
0064210042724	canada
00642934	france
0064300451108	canada
00643740	france
00643740	united-kingdom
00643764	france
00643764	united-kingdom
0064420001870	canada
0064420006271	canada
0064420010247	france
00644846	france
00644846	united-states
0064563226390	united-states
0064597009693	france
00646321	france
00646321	united-kingdom
0064642057464	canada
0064777379226	france
0064777379226	canada
0064777399637	france
0064819102027	france
0064900421327	canada
0064912001586	canada
0064912051017	canada
0064912085463	canada
0065000134032	canada
0065250005311	france
0065250005311	canada
0065250029706	canada
00652742	france
00652742	united-kingdom
0065281111104	canada
0065400008100	canada
0065633071308	algeria
0065633071308	france
0065633074712	france
0065633074712	canada
0065633128507	canada
0065633132818	canada
0065633132832	france
0065633132832	canada
0065633132863	canada
0065633132948	canada
0065633132955	canada
0065633134188	canada
0065633279315	united-states
0065633279315	canada
0065633279322	france
0065633279346	france
0065633279346	canada
0065633279476	france
0065633279476	canada
0065633279575	france
0065633279575	united-states
0065633279575	canada
0065633279667	canada
0065633433281	france
0065633433281	canada
0065633440685	canada
0065633452046	france
0065633462861	france
0065633496392	canada
0065633511620	canada
0065684000227	canada
0065684004454	france
0065684005307	canada
0065684009091	canada
0065684100675	france
0065684116133	canada
0065684388318	france
0065684388318	canada
0065684497331	canada
0065912004515	france
0065912581009	canada
0065928000778	france
0065928000778	canada
0065928001003	france
0065928006008	france
0065928025030	france
0065928037538	canada
0065928151036	canada
0065928151050	canada
0065928151074	canada
0065928233039	france
0065928320043	france
00659741	france
00659741	united-kingdom
0065987000184	canada
0066086070627	canada
0066123334101	canada
0066188003127	france
0066188013409	canada
0066188101700	france
00663953	france
00663953	united-kingdom
00664103	united-kingdom
00665254	france
0066529700333	canada
0066536505006	france
0066536505402	france
00665469	france
00665469	united-kingdom
00665636	united-states
0066581001041	france
0066581001041	canada
0066581001058	france
0066581300519	canada
0066613152697	australia
0066613185084	canada
0066613237868	mexico
00666329	united-states
00666633	france
00666633	united-kingdom
0066701000343	france
0066701001029	france
0066701001029	canada
0066701001500	canada
0066721000880	france
0066721000880	saint-pierre-and-miquelon
0066721000972	canada
0066721001122	canada
0066721002204	france
0066721002204	canada
0066721002228	canada
0066721005694	canada
0066721005700	france
0066721005830	france
0066721007452	france
0066721010827	canada
0066721018168	canada
0066721020437	france
0066721020581	france
0066721020581	canada
00670180	france
00670180	united-kingdom
00670210	france
00670210	united-kingdom
00670227	france
00670227	united-kingdom
00670258	france
00670258	united-kingdom
00670272	france
00670272	united-kingdom
00670319	france
00670319	united-kingdom
00670326	france
00670326	united-kingdom
00670890	france
00671477	france
00671477	united-kingdom
00671613	france
00671613	united-kingdom
00671620	france
0067200242807	france
0067201100021	canada
00672184	france
00672184	united-kingdom
00672566	france
00672566	united-kingdom
00672573	france
00672573	united-kingdom
00672580	france
0067300823661	canada
0067300860758	canada
0067300862882	canada
0067300928083	canada
00673051	france
00673051	united-kingdom
00673068	united-kingdom
0067311010333	canada
0067311018339	canada
0067311020110	united-states
0067311037330	france
0067311037330	canada
0067311048671	france
0067311080206	france
0067311268987	france
0067311295204	france
0067311325123	france
0067311336181	france
0067312002832	hong-kong
0067312005048	canada
0067312005529	united-states
00673341	france
00673341	united-kingdom
0067351005054	france
0067351005054	canada
00674683	france
00674683	united-kingdom
0067486315066	canada
00675611	united-kingdom
0067600901847	united-states
00677226	france
00677226	united-kingdom
0067800002818	canada
00678643	france
00678773	france
00679220	france
00679220	united-kingdom
00679459	france
00679459	united-kingdom
00679466	france
00679466	united-kingdom
00679480	france
00679480	united-kingdom
00679541	france
00679541	united-kingdom
0067997020565	france
0068065360262	canada
0068100018578	canada
0068100043457	canada
0068100046151	united-kingdom
0068100058611	france
0068100058611	canada
0068100083095	france
0068100083095	canada
0068100083200	france
0068100083200	canada
0068100083286	france
0068100083293	france
0068100084214	france
0068100084214	portugal
0068100084214	canada
0068100084221	france
0068100084221	canada
0068100084238	belgium
0068100084238	france
0068100084238	canada
0068100084245	france
0068100084245	canada
0068100084276	france
0068100084276	canada
0068100084665	france
0068100084665	canada
0068100890556	france
0068100891027	france
0068100891027	canada
0068100892253	canada
0068100892314	france
0068100892833	canada
0068100892888	france
0068100892888	canada
00681704	united-kingdom
0068200010014	canada
0068200010021	canada
0068200010229	canada
0068200010526	canada
0068200315904	canada
0068200442846	france
0068200442846	canada
0068200701066	canada
0068200750156	canada
0068200869278	canada
00682718	france
00682718	united-kingdom
0068274230356	france
0068274264498	france
0068274346613	united-states
00682848	united-kingdom
0068297214869	canada
00683036	france
00683036	united-kingdom
0068400014294	france
0068400014294	canada
0068400016199	canada
0068400032632	canada
0068400091738	canada
0068400259794	canada
0068400295136	france
0068400662105	canada
0068400662600	canada
0068437869843	france
0068437869843	canada
0068437912662	united-states
0068437912679	united-states
0068437912686	united-states
0068437913416	france
00684750	france
00684750	united-kingdom
0068505100885	canada
0068505100908	canada
0068505110051	canada
00685184	france
00686716	france
00686716	united-kingdom
00686792	united-kingdom
0068697222006	france
0068700303395	france
0068721004004	canada
0068721038115	saint-pierre-and-miquelon
0068721704461	france
0068721704478	france
0068721704478	canada
00687416	france
00687430	france
00687430	united-kingdom
00687492	france
00687492	united-kingdom
00688147	france
0068820104001	saint-pierre-and-miquelon
0068892400506	canada
0068892600708	canada
00689243	france
00689243	united-kingdom
0069000050569	france
0069000052761	france
0069052011600	canada
0069052710268	canada
0069112232426	saint-pierre-and-miquelon
0069276112053	france
0069276112107	france
0069276112152	france
0069276120034	switzerland
0069276120034	france
0069276132051	france
00693752	france
00693752	united-states
0069391000495	canada
0069459012040	canada
0069459021271	canada
0069467908137	canada
0069593120021	canada
0069636005001	canada
0069636005025	canada
0069848041026	france
0069848049374	france
0069905971	canada
0070000001741	france
0070030624569	united-states
0070038622611	united-states
0070038638773	united-states
0070038640707	united-states
00701655	france
00701662	france
00701662	united-kingdom
0070177010775	switzerland
0070177010775	germany
0070177011703	france
0070177011710	france
0070177012700	france
0070177018634	france
0070177018672	france
0070177018689	france
0070177018726	france
0070177022389	france
0070177026462	switzerland
0070177029630	spain
0070177029630	france
0070177029630	united-kingdom
0070177029630	russia
0070177042127	france
0070177052690	france
0070177052706	switzerland
0070177052706	france
0070177055622	france
0070177057374	australia
0070177063597	armenia
0070177067731	united-kingdom
0070177071349	switzerland
0070177071349	france
0070177071349	united-kingdom
0070177075095	france
0070177075095	united-kingdom
0070177075101	united-kingdom
0070177077198	switzerland
0070177077198	france
0070177087784	france
0070177096564	france
0070177098940	united-kingdom
0070177101183	france
0070177111342	france
0070177111359	france
0070177115227	france
0070177115227	new-zealand
0070177116088	cote-d-ivoire
0070177118525	china
0070177118525	switzerland
0070177118563	switzerland
0070177118563	france
0070177118563	austria
0070177156909	australia
0070177173173	switzerland
0070177175146	france
0070177188726	france
0070177212124	france
0070177212797	france
0070177213497	france
0070177232009	france
0070177233556	france
0070177233556	united-kingdom
0070177248499	united-kingdom
0070177248529	united-kingdom
0070177249366	france
0070177257378	switzerland
0070177257378	france
0070177264888	france
0070177270810	united-kingdom
0070177287009	france
0070200581159	united-states
0070200842588	united-states
0070210012698	united-states
0070210092775	united-states
0070221011116	united-states
0070221011116	canada
0070221035020	united-states
00702300	france
00702317	belgium
00702317	france
00702317	united-kingdom
00702317	netherlands
00702331	france
00702331	united-kingdom
0070234004556	united-states
0070234017150	united-states
0070253286322	united-states
0070253286346	united-states
0070253703270	united-states
0070253752056	united-states
0070253752162	united-states
0070272090993	switzerland
0070272090993	france
0070272090993	united-states
0070287010559	united-states
0070411606368	france
0070415101562	united-states
0070450028022	canada
0070450113278	united-kingdom
0070462098358	united-states
0070462431230	united-states
0070470003009	united-states
0070470003023	france
0070470003023	united-states
0070470006550	france
0070470006550	united-states
0070470476483	united-states
00705615	united-states
0070569291409	united-states
0070590110045	united-states
0070590910072	united-states
0070617004623	canada
0070625471516	united-states
0070640005185	united-states
0070640005192	united-states
0070640007929	united-states
0070640007936	united-states
0070640007943	united-states
0070640007967	united-states
0070640010011	united-states
0070655901786	france
0070662030332	united-states
00706742	france
0070703411625	france
0070718000920	united-states
0070718001576	united-states
0070734525520	france
0070734529689	france
0070734529689	united-states
0070734538186	france
00707466	france
00707466	united-kingdom
0070778820049	united-states
0070784000114	united-states
0070784006307	united-states
0070784058207	united-states
0070784420424	united-states
0070784504643	united-states
0070796900198	united-states
0070844005127	united-states
0070845004211	united-states
00708470	france
00708470	united-kingdom
0070847003632	mexico
0070847003656	mexico
0070847005490	united-states
0070847005759	united-states
0070847015208	canada
0070847015260	france
0070847017332	mexico
0070847017608	mexico
0070847020325	united-states
0070847021100	canada
0070847811169	france
0070847811169	united-states
0070847811190	canada
0070847814542	france
0070847876427	united-states
0070852000251	united-states
0070852000282	united-states
0070852000527	united-states
0070852000619	united-states
0070852010595	united-states
0070852193007	united-states
0070852991450	united-states
0070870004453	united-states
0070900502904	united-states
0070910000100	united-states
0070910000148	united-states
0070910000629	united-states
0070910001039	united-states
0070920474366	united-states
00709606	united-kingdom
0070970471254	united-states
0070980223836	united-states
0071000001724	france
0071000002165	france
00710084	france
00710084	united-kingdom
0071010102152	united-states
0071012074006	united-states
0071012075089	france
0071012075089	united-states
00710121	france
00710121	united-kingdom
00710121	spain
0071022192004	canada
0071025002645	united-states
0071025015294	united-states
00710701	france
00710701	united-kingdom
0071100003086	united-states
0071100005516	united-states
0071100006681	united-states
0071100007077	france
0071100007077	united-states
0071100211894	united-states
0071105000011	france
0071105000011	united-states
0071117023046	canada
0071142000098	united-states
0071142002207	united-states
0071146002463	united-states
0071157306949	france
0071157306970	france
0071157307076	france
0071174082093	united-states
0071200000220	germany
00712637	france
00712637	united-kingdom
0071270007822	united-states
0071270385203	united-states
0071300000021	united-states
0071300000953	united-states
0071301068525	united-states
0071314002240	united-states
0071314003421	united-states
0071314028721	united-states
0071314033787	united-states
0071314038737	united-states
0071314042765	united-states
0071314043786	united-states
0071314058827	united-states
0071314060134	united-states
0071315036053	united-states
0071315050547	united-states
0071330024172	united-states
00713979	france
00713979	united-kingdom
0071403000232	united-states
0071429095359	united-states
0071443003903	united-states
0071464016630	france
0071464016630	united-states
0071464017538	united-states
0071475740012	belgium
0071475740012	france
0071475740234	france
0071479000013	france
0071479000013	united-states
0071494000418	united-states
0071524011964	united-states
0071567425001	france
0071567986953	france
0071567986960	france
0071567986960	united-states
0071567988612	switzerland
0071567988612	france
0071567990516	belgium
0071567990516	france
0071567992015	france
0071567992824	kuwait
0071567993647	united-states
0071567994613	france
0071567994767	australia
0071567997706	united-states
0071567998338	france
0071570000615	france
0071570001827	france
0071570016852	australia
0071580017764	united-states
0071632010279	united-states
0071661001323	united-states
0071708003396	united-states
0071720007105	united-states
0071720850008	united-states
0071725711564	united-states
0071725712400	united-states
00717524111128	india
00717524111128	united-kingdom
00717524111128	united-states
0071817000378	united-states
0071828002095	united-states
0071828002149	united-states
0071828002385	mexico
0071828002743	united-states
0071828003108	mexico
0071840200202	france
0071840200202	united-states
0071851711117	united-states
0071871546683	united-states
0071921003388	united-states
0071921377601	united-states
0071921401313	france
0071921401313	canada
0071921483531	united-states
0071921689568	canada
0071955107199	united-states
00719599	france
00719599	united-kingdom
0071962100350	united-states
0071962100701	united-states
0071962184022	united-states
0071962226104	united-states
0071962263819	united-states
0071990301033	france
0072000753330	united-states
0072000757949	united-states
0072036080196	united-states
0072036200761	united-states
0072036200921	united-states
0072036440570	united-states
0072036719126	senegal
0072036764010	united-states
0072036764027	united-states
0072036976635	united-states
0072036978844	united-states
0072036980823	united-states
0072050909862	united-states
0072101011902	united-states
0072180632456	united-states
0072180634733	mexico
0072180634733	united-states
0072180637529	united-states
0072180733689	canada
0072201216078	united-states
0072202100017	united-states
0072202100024	united-states
00722070	france
00722070	united-kingdom
00722179	france
00722179	united-kingdom
0072220001808	united-states
0072220004410	united-states
0072220110432	united-states
0072247434351	france
0072247434351	united-states
0072250006583	united-states
0072250011136	united-states
0072250011303	united-states
0072250011402	united-states
0072250021463	united-states
0072250021470	united-states
0072250023139	united-states
0072250023733	united-states
0072250023740	united-states
0072250024280	united-states
0072250084208	united-states
0072250084307	united-states
0072251000603	united-states
0072252227788	france
0072252227870	france
00722728	france
00722728	united-kingdom
00722810	france
00722810	united-kingdom
00722841	france
00722841	united-kingdom
0072310000377	france
0072320115559	united-states
0072368251509	united-states
0072368508559	mexico
0072368508559	united-states
0072400711244	france
0072400711244	united-states
0072417136160	france
0072417136160	united-kingdom
0072417140693	united-kingdom
0072417145889	france
0072417146831	france
0072417150616	united-kingdom
0072417152924	france
0072417153051	switzerland
0072417153051	united-kingdom
0072417153181	france
0072417156038	france
0072417156069	france
0072417159152	united-kingdom
0072417160394	france
0072417161858	france
00724289	belgium
0072431018138	united-states
0072457331075	france
0072457331075	united-states
0072457880115	united-states
0072457880689	france
0072457880689	united-states
0072457990227	united-states
0072521000074	united-states
0072546032364	united-states
0072600006805	united-states
0072600008861	united-states
0072609038326	united-states
0072609740229	united-states
0072609741219	united-states
0072609741257	united-states
0072609741844	united-states
0072609741851	united-states
00726214	france
00726214	united-kingdom
00726689	france
0072700000338	united-states
0072700000901	france
0072700000901	united-states
0072700100779	france
0072714110832	mexico
0072714110849	mexico
00727297	france
00727297	united-kingdom
0072730620254	united-states
0072730620742	united-states
0072730620759	united-states
0072730620926	united-states
0072736040001	united-states
0072745548390	united-states
0072783000058	france
0072799035570	united-states
0072799053246	united-states
0072799339814	canada
0072807000057	france
0072810231059	french-polynesia
0072810502449	france
0072810502449	french-polynesia
0072830020084	united-states
0072830021203	united-states
0072830200066	united-states
0072869110138	united-states
0072869241108	united-states
0072878057417	united-states
0072878275637	united-states
0072904000189	united-states
0072935011000	united-states
0072940000112	united-states
0072940001171	united-states
0072940111207	united-states
0072940112075	united-states
0072940115212	united-states
0072940115311	united-states
0072940115649	united-states
0072940115915	united-states
0072940143437	united-states
0072940742258	united-states
0072940760009	united-states
0072940954958	united-states
0072940990697	united-states
0072940995418	united-states
0072940997030	united-states
0072945601642	united-states
0072945612297	united-states
0072945690059	united-states
0072945761469	united-states
0072979000206	france
0072979000206	united-states
0072979004143	france
0072979004143	united-states
0073007105306	united-states
0073007105313	united-states
0073007105320	united-states
0073007107140	united-states
0073015707042	canada
00730662	france
00730662	united-kingdom
00730679	france
00730679	united-kingdom
00730716	france
00730716	united-kingdom
00730723	france
00730792	france
00730792	united-kingdom
00730853	france
00730884	france
00730884	united-kingdom
0073105920580	united-states
00731089	france
00731089	united-kingdom
00731102	france
0073130011208	united-states
0073140048638	united-states
0073141110815	mexico
0073141110815	france
0073141152310	united-states
0073141152327	united-states
0073141152334	united-states
0073141152945	mexico
0073141152945	united-states
0073141550017	france
0073141550017	canada
0073210000115	united-states
0073214001163	united-states
0073214007417	united-states
0073214009404	united-states
0073214009480	united-states
0073214009497	united-states
0073214009619	united-states
0073230000331	united-states
0073230000515	united-states
0073230100338	united-states
0073234020083	united-states
0073296002232	united-states
0073296007107	united-states
0073296014495	united-states
0073296039535	united-states
0073296049923	united-states
0073296050004	united-states
0073296684247	united-states
0073314108014	united-states
0073314116828	united-states
0073314648817	united-states
0073321037277	mexico
00733335	united-states
0073390002206	france
0073410025369	united-states
0073410028032	united-states
0073410161425	united-states
0073410161456	united-states
0073416006102	united-states
0073435000112	united-states
0073435060505	united-states
0073469301322	france
0073469301322	united-states
0073469301339	france
0073472001196	mexico
0073472001196	united-states
0073472002001	mexico
0073472002001	united-states
0073472011317	united-states
00734899	united-kingdom
0073490123504	united-states
0073490125126	france
0073490125126	united-states
0073490129414	france
0073491024015	france
0073491024015	united-states
00735346	belgium
00735346	france
00735346	united-kingdom
00735346	netherlands
00735391	france
00735391	united-kingdom
00735407	france
00735407	united-kingdom
00735421	france
00735421	united-kingdom
00735469	france
00735469	united-kingdom
0073575273278	germany
0073575273278	france
0073575273278	united-states
0073711386084	united-states
00737531	france
00737531	united-kingdom
00738057	france
00738057	united-kingdom
00738064	france
00738064	united-kingdom
00738125	france
00738156	france
00738316	france
00738316	united-kingdom
00738361	france
00738361	united-kingdom
00738460	united-kingdom
0073848622048	united-states
0074030000033	united-states
0074030103000	united-states
0074090916459	united-states
00741095	france
00741095	united-kingdom
0074117000086	france
00741316	france
00741316	united-kingdom
00741538	belgium
00741538	france
00741538	united-kingdom
00741590	france
00741590	united-kingdom
0074175000905	united-states
0074175264024	united-states
0074175502256	united-states
0074175682682	united-states
00742245	united-kingdom
0074234512141	united-kingdom
00742481	united-states
0074305001161	france
0074305001161	united-states
0074305030123	united-states
0074306800541	france
0074312038808	united-states
0074323002270	united-states
0074323046199	mexico
0074323046199	united-states
0074323080735	united-states
0074323080742	united-states
0074323097641	mexico
0074333374305	france
0074333374305	united-states
0074333375531	united-states
00743679	france
00743679	united-kingdom
0074390000506	united-states
0074390000940	united-states
0074410161729	united-states
0074410741860	australia
0074410741860	new-zealand
0074410741860	malaysia
0074410741860	france
0074410741860	indonesia
00744263	united-kingdom
0074448022610	france
00744485	france
0074472703035	ireland
0074483902854	united-states
00745062	france
00745062	united-kingdom
0074570036004	united-states
0074570950157	united-states
0074574835108	united-states
0074601011406	belgium
0074601176075	france
0074601176075	japan
0074601176167	belgium
0074601176167	france
0074601176266	france
0074601176273	france
0074601176310	france
0074601176341	france
0074601176358	france
0074601176464	france
0074603005212	france
0074603005892	united-states
0074680001145	france
0074680001145	united-states
0074680805224	united-states
00747004	france
00747004	united-kingdom
00747103	france
00747103	united-kingdom
0074734700680	united-states
0074780000055	france
0074780000062	france
0074780000703	france
0074780000703	united-states
0074780000734	france
0074780333207	france
0074780333528	united-states
0074780355612	canada
0074780355742	france
0074780355940	france
0074780439961	france
0074780446334	france
0074780447034	france
0074780447089	france
0074780777346	france
0074780911566	france
0074792002108	united-states
0074865545174	united-states
0074865756648	united-states
0074865756655	united-states
0074873005233	united-states
0074873086324	united-states
0074873086348	united-states
0074873300161	united-states
0074873300192	united-states
0074873300208	united-states
0074873960150	united-states
0074880020403	switzerland
0074880020403	france
0074880057386	france
00749145	belgium
00749145	france
00749145	united-kingdom
00749145	netherlands
0075002999997	united-states
0075017027685	united-states
00750189	france
00750189	united-kingdom
00750837	france
00750868	france
00750912	france
00750912	united-kingdom
00750929	france
00750929	united-kingdom
00750974	france
00751070	france
00751087	france
00751094	france
00751094	united-kingdom
00751100	france
00751117	france
0075119145874	united-states
0075140005024	united-states
0075140005154	united-states
0075172071646	canada
0075172079307	united-states
00751933	france
00751971	france
00751971	united-kingdom
00752008	france
0075201102303	united-states
0075201102327	united-states
00752022	france
00752022	united-kingdom
0075243204201	united-states
0075270001606	france
0075270001606	united-states
0075270001910	united-states
00752862	france
0075355111893	united-states
0075355111916	united-states
0075355112012	united-states
0075355112050	united-states
0075355112067	united-states
0075355112074	united-states
0075355112081	united-states
0075355112098	united-states
0075355112111	united-states
0075355112128	united-states
0075355112135	united-states
0075355112142	united-states
0075355112159	united-states
0075355112197	united-states
0075355112289	mexico
0075355112289	united-states
0075355112296	mexico
0075355112296	united-states
0075355112418	united-states
0075355112517	united-states
0075355112524	united-states
0075355112609	united-states
0075355112616	united-states
0075355112623	united-states
0075355112630	united-states
0075355112715	mexico
0075355112715	united-states
0075355112999	mexico
0075355112999	united-states
0075370008802	united-states
0075370008826	united-states
0075436703580	united-states
0075450002638	united-states
0075450008050	united-states
0075450008432	united-states
0075450046120	united-states
0075450046144	united-states
0075450046182	united-states
0075450046199	united-states
0075450046205	united-states
0075450046212	united-states
